Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels)
21.66 s,1.63 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
21.79 s,1.64 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
21.91 s,1.65 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
22.04 s,1.66 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
22.16 s,1.67 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
22.28 s,1.68 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
22.4 s,1.69 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
22.52 s,1.70 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
22.64 s,1.71 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
22.76 s,1.72 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
22.88 s,1.73 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
23.0 s,1.74 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
23.11 s,1.75 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
23.24 s,1.76 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
23.36 s,1.77 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
23.48 s,1.78 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
23.6 s,1.79 m,-4.83 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
23.73 s,1.80 m,-4.83 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
23.85 s,1.81 m,-4.83 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
23.97 s,1.82 m,-4.83 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
24.12 s,1.83 m,-4.83 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
24.22 s,1.84 m,-4.83 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
24.34 s,1.85 m,-4.83 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
24.46 s,1.86 m,-4.83 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
24.58 s,1.87 m,-4.83 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
24.7 s,1.88 m,-4.83 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
24.81 s,1.89 m,-4.83 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
24.93 s,1.90 m,-4.83 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
25.05 s,1.91 m,-4.83 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
25.16 s,1.92 m,-4.83 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
25.27 s,1.93 m,-4.83 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
25.4 s,1.94 m,-4.83 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
25.52 s,1.95 m,-4.83 m,0.50 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
25.65 s,1.96 m,-4.83 m,0.50 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
25.76 s,1.97 m,-4.83 m,0.50 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
25.88 s,1.98 m,-4.83 m,0.50 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
25.98 s,1.99 m,-4.83 m,0.50 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
26.09 s,2.00 m,-4.84 m,0.50 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
26.2 s,2.01 m,-4.84 m,0.50 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
26.3 s,2.02 m,-4.84 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
26.43 s,2.03 m,-4.84 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
26.53 s,2.04 m,-4.84 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
26.63 s,2.05 m,-4.84 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
26.74 s,2.06 m,-4.84 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
26.84 s,2.07 m,-4.84 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
27.86 s,2.16 m,-4.84 m,0.50 m,0.09 m/s,0.03 m/s,0.00 m/s,0.01 rad,-0.01 rad,0.76 rad,0 pixels
27.98 s,2.17 m,-4.83 m,0.50 m,0.08 m/s,0.05 m/s,0.00 m/s,0.01 rad,-0.02 rad,0.79 rad,0 pixels
28.1 s,2.18 m,-4.83 m,0.50 m,0.07 m/s,0.07 m/s,0.00 m/s,0.01 rad,-0.02 rad,0.81 rad,0 pixels
28.22 s,2.19 m,-4.82 m,0.50 m,0.06 m/s,0.08 m/s,0.00 m/s,0.01 rad,-0.01 rad,0.81 rad,0 pixels
28.33 s,2.20 m,-4.81 m,0.50 m,0.06 m/s,0.09 m/s,0.00 m/s,0.01 rad,-0.01 rad,0.81 rad,0 pixels
28.45 s,2.20 m,-4.80 m,0.50 m,0.05 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.01 rad,0.80 rad,0 pixels
28.57 s,2.21 m,-4.79 m,0.50 m,0.05 m/s,0.11 m/s,0.00 m/s,0.00 rad,-0.01 rad,0.80 rad,0 pixels
28.69 s,2.21 m,-4.78 m,0.50 m,0.04 m/s,0.12 m/s,0.00 m/s,0.00 rad,-0.01 rad,0.79 rad,0 pixels
28.81 s,2.21 m,-4.76 m,0.50 m,0.03 m/s,0.12 m/s,0.00 m/s,0.00 rad,-0.01 rad,0.79 rad,0 pixels
28.92 s,2.22 m,-4.75 m,0.50 m,0.03 m/s,0.13 m/s,0.00 m/s,0.00 rad,0.00 rad,0.79 rad,0 pixels
29.04 s,2.22 m,-4.74 m,0.50 m,0.03 m/s,0.12 m/s,0.00 m/s,0.00 rad,0.01 rad,0.79 rad,0 pixels
29.16 s,2.22 m,-4.72 m,0.50 m,0.04 m/s,0.12 m/s,0.00 m/s,0.00 rad,0.01 rad,0.79 rad,0 pixels
29.28 s,2.23 m,-4.71 m,0.50 m,0.04 m/s,0.12 m/s,0.00 m/s,0.00 rad,-0.00 rad,0.79 rad,0 pixels
29.4 s,2.23 m,-4.70 m,0.50 m,0.03 m/s,0.12 m/s,0.00 m/s,0.00 rad,-0.01 rad,0.79 rad,0 pixels
29.52 s,2.23 m,-4.69 m,0.50 m,0.03 m/s,0.12 m/s,0.00 m/s,0.00 rad,-0.00 rad,0.79 rad,0 pixels
29.63 s,2.24 m,-4.67 m,0.50 m,0.03 m/s,0.12 m/s,0.00 m/s,0.00 rad,0.01 rad,0.79 rad,0 pixels
29.75 s,2.24 m,-4.66 m,0.50 m,0.04 m/s,0.11 m/s,0.00 m/s,0.00 rad,0.01 rad,0.79 rad,0 pixels
29.87 s,2.25 m,-4.65 m,0.50 m,0.04 m/s,0.11 m/s,0.00 m/s,0.00 rad,0.00 rad,0.79 rad,0 pixels
29.99 s,2.25 m,-4.64 m,0.50 m,0.05 m/s,0.11 m/s,0.00 m/s,0.00 rad,0.00 rad,0.79 rad,0 pixels
30.0 s,2.25 m,-4.64 m,0.50 m,0.05 m/s,0.11 m/s,0.00 m/s,0.00 rad,0.01 rad,0.79 rad,0 pixels
30.02 s,2.25 m,-4.63 m,0.50 m,0.05 m/s,0.11 m/s,0.00 m/s,0.00 rad,0.01 rad,0.79 rad,0 pixels
30.04 s,2.25 m,-4.63 m,0.50 m,0.05 m/s,0.11 m/s,0.00 m/s,0.00 rad,0.01 rad,0.79 rad,0 pixels
30.07 s,2.25 m,-4.63 m,0.50 m,0.05 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,0.79 rad,0 pixels
30.09 s,2.25 m,-4.63 m,0.50 m,0.05 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,0.79 rad,0 pixels
30.11 s,2.26 m,-4.62 m,0.50 m,0.05 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,0.79 rad,0 pixels
30.13 s,2.26 m,-4.62 m,0.50 m,0.05 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,0.79 rad,0 pixels
30.16 s,2.26 m,-4.62 m,0.50 m,0.05 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,0.79 rad,0 pixels
30.18 s,2.26 m,-4.62 m,0.50 m,0.05 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,0.79 rad,0 pixels
30.21 s,2.26 m,-4.61 m,0.50 m,0.06 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,0.79 rad,0 pixels
30.23 s,2.26 m,-4.61 m,0.50 m,0.06 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.01 rad,0.79 rad,0 pixels
30.25 s,2.26 m,-4.61 m,0.50 m,0.06 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.01 rad,0.79 rad,0 pixels
30.34 s,2.27 m,-4.60 m,0.50 m,0.06 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
30.44 s,2.27 m,-4.60 m,0.50 m,0.07 m/s,0.08 m/s,0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
30.54 s,2.28 m,-4.59 m,0.50 m,0.07 m/s,0.08 m/s,0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
30.66 s,2.29 m,-4.58 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
30.78 s,2.30 m,-4.57 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
30.9 s,2.31 m,-4.57 m,0.50 m,0.09 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
31.02 s,2.32 m,-4.56 m,0.50 m,0.09 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
31.14 s,2.33 m,-4.55 m,0.50 m,0.09 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
31.26 s,2.34 m,-4.55 m,0.50 m,0.10 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
31.37 s,2.34 m,-4.54 m,0.50 m,0.10 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
31.49 s,2.36 m,-4.54 m,0.50 m,0.10 m/s,0.05 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
31.61 s,2.37 m,-4.53 m,0.50 m,0.10 m/s,0.05 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
31.73 s,2.38 m,-4.53 m,0.50 m,0.10 m/s,0.05 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
31.85 s,2.39 m,-4.52 m,0.50 m,0.10 m/s,0.05 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
31.97 s,2.40 m,-4.51 m,0.50 m,0.10 m/s,0.05 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
32.09 s,2.41 m,-4.51 m,0.50 m,0.10 m/s,0.05 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
32.2 s,2.42 m,-4.50 m,0.50 m,0.09 m/s,0.05 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
32.32 s,2.43 m,-4.50 m,0.50 m,0.09 m/s,0.05 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
32.43 s,2.44 m,-4.49 m,0.50 m,0.09 m/s,0.05 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
32.55 s,2.45 m,-4.49 m,0.50 m,0.09 m/s,0.05 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
32.67 s,2.46 m,-4.48 m,0.50 m,0.09 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
32.79 s,2.47 m,-4.47 m,0.50 m,0.09 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
32.91 s,2.48 m,-4.47 m,0.50 m,0.09 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.02 s,2.49 m,-4.46 m,0.50 m,0.09 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.14 s,2.50 m,-4.46 m,0.50 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.26 s,2.50 m,-4.45 m,0.50 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.39 s,2.51 m,-4.44 m,0.50 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.5 s,2.52 m,-4.44 m,0.50 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.62 s,2.53 m,-4.43 m,0.50 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.74 s,2.54 m,-4.42 m,0.50 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.86 s,2.55 m,-4.42 m,0.50 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.98 s,2.56 m,-4.41 m,0.50 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
34.1 s,2.57 m,-4.40 m,0.50 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
34.22 s,2.57 m,-4.39 m,0.50 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
34.34 s,2.58 m,-4.39 m,0.50 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
34.46 s,2.59 m,-4.38 m,0.50 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
34.58 s,2.60 m,-4.37 m,0.50 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
34.7 s,2.61 m,-4.37 m,0.50 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
34.83 s,2.62 m,-4.36 m,0.50 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
34.94 s,2.62 m,-4.35 m,0.50 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
35.07 s,2.63 m,-4.35 m,0.50 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
35.19 s,2.64 m,-4.34 m,0.50 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
35.32 s,2.65 m,-4.33 m,0.50 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
35.44 s,2.66 m,-4.32 m,0.50 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
35.55 s,2.66 m,-4.32 m,0.50 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
35.67 s,2.67 m,-4.31 m,0.50 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
35.79 s,2.68 m,-4.30 m,0.50 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
35.91 s,2.69 m,-4.30 m,0.50 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
36.03 s,2.70 m,-4.29 m,0.50 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
36.14 s,2.71 m,-4.28 m,0.50 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
36.26 s,2.72 m,-4.27 m,0.50 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
36.38 s,2.73 m,-4.27 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
36.51 s,2.73 m,-4.26 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
36.62 s,2.74 m,-4.25 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
36.74 s,2.75 m,-4.25 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
36.86 s,2.76 m,-4.24 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
36.98 s,2.77 m,-4.23 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
37.1 s,2.78 m,-4.22 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
37.21 s,2.78 m,-4.22 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
37.33 s,2.79 m,-4.21 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
37.45 s,2.80 m,-4.20 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
37.57 s,2.81 m,-4.20 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
37.69 s,2.82 m,-4.19 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
37.81 s,2.83 m,-4.18 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
37.92 s,2.84 m,-4.18 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.04 s,2.84 m,-4.17 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.16 s,2.85 m,-4.16 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.27 s,2.86 m,-4.15 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.39 s,2.87 m,-4.15 m,0.50 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.51 s,2.88 m,-4.14 m,0.50 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.63 s,2.88 m,-4.13 m,0.50 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.74 s,2.89 m,-4.13 m,0.50 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.87 s,2.90 m,-4.12 m,0.50 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.99 s,2.91 m,-4.11 m,0.50 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.1 s,2.92 m,-4.10 m,0.50 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.22 s,2.92 m,-4.10 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.34 s,2.93 m,-4.09 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.45 s,2.94 m,-4.08 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.57 s,2.95 m,-4.07 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.69 s,2.96 m,-4.07 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.8 s,2.96 m,-4.06 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.92 s,2.97 m,-4.05 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
40.04 s,2.98 m,-4.05 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
40.16 s,2.99 m,-4.04 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
40.28 s,2.99 m,-4.03 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
40.39 s,3.00 m,-4.03 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
40.51 s,3.01 m,-4.02 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
40.63 s,3.02 m,-4.01 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
40.74 s,3.02 m,-4.00 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
40.86 s,3.03 m,-4.00 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
40.97 s,3.04 m,-3.99 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
41.09 s,3.05 m,-3.98 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
41.21 s,3.05 m,-3.97 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
41.33 s,3.06 m,-3.97 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
41.45 s,3.07 m,-3.96 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
41.56 s,3.08 m,-3.95 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
41.68 s,3.08 m,-3.94 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
41.8 s,3.09 m,-3.94 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
41.92 s,3.10 m,-3.93 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
42.04 s,3.11 m,-3.92 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
42.17 s,3.12 m,-3.91 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
42.28 s,3.12 m,-3.91 m,0.50 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
42.41 s,3.13 m,-3.90 m,0.50 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
42.52 s,3.14 m,-3.89 m,0.50 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
