Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels)
3.24 s,0.17 m,-4.87 m,0.50 m,0.12 m/s,-0.00 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.36 s,0.18 m,-4.87 m,0.50 m,0.12 m/s,-0.00 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.49 s,0.19 m,-4.87 m,0.50 m,0.12 m/s,-0.00 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.64 s,0.21 m,-4.87 m,0.50 m,0.11 m/s,-0.00 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.74 s,0.21 m,-4.87 m,0.50 m,0.11 m/s,-0.00 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.86 s,0.23 m,-4.87 m,0.50 m,0.11 m/s,-0.00 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.99 s,0.24 m,-4.87 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.11 s,0.25 m,-4.87 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.23 s,0.26 m,-4.87 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.35 s,0.27 m,-4.87 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.48 s,0.28 m,-4.87 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.6 s,0.29 m,-4.87 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.73 s,0.30 m,-4.87 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.84 s,0.30 m,-4.87 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.98 s,0.31 m,-4.87 m,0.50 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.09 s,0.32 m,-4.87 m,0.50 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.22 s,0.33 m,-4.87 m,0.50 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.34 s,0.34 m,-4.87 m,0.50 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.46 s,0.35 m,-4.87 m,0.50 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.6 s,0.36 m,-4.87 m,0.50 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.72 s,0.37 m,-4.87 m,0.50 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.84 s,0.38 m,-4.87 m,0.50 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.97 s,0.39 m,-4.87 m,0.50 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.08 s,0.40 m,-4.87 m,0.50 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.21 s,0.41 m,-4.87 m,0.50 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.34 s,0.42 m,-4.87 m,0.50 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.46 s,0.43 m,-4.87 m,0.50 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.58 s,0.44 m,-4.87 m,0.50 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.7 s,0.45 m,-4.87 m,0.50 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.82 s,0.45 m,-4.87 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.94 s,0.46 m,-4.87 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.06 s,0.47 m,-4.87 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.2 s,0.48 m,-4.87 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.31 s,0.49 m,-4.87 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.44 s,0.50 m,-4.87 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.57 s,0.51 m,-4.87 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.69 s,0.52 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.8 s,0.53 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.93 s,0.54 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.04 s,0.55 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.17 s,0.56 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.29 s,0.57 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.41 s,0.58 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.53 s,0.59 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.65 s,0.60 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.77 s,0.61 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.9 s,0.62 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.01 s,0.63 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.15 s,0.64 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.26 s,0.65 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.39 s,0.66 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.51 s,0.67 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.65 s,0.68 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.76 s,0.69 m,-4.88 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
10.01 s,0.71 m,-4.88 m,0.50 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,0 pixels
10.14 s,0.72 m,-4.88 m,0.50 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
10.27 s,0.73 m,-4.88 m,0.50 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
10.39 s,0.74 m,-4.87 m,0.50 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
10.5 s,0.74 m,-4.87 m,0.50 m,0.09 m/s,0.02 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,0 pixels
10.62 s,0.75 m,-4.87 m,0.50 m,0.09 m/s,0.03 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,0 pixels
10.74 s,0.76 m,-4.87 m,0.50 m,0.09 m/s,0.04 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,0 pixels
10.85 s,0.77 m,-4.87 m,0.50 m,0.09 m/s,0.05 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,0 pixels
10.97 s,0.78 m,-4.86 m,0.50 m,0.09 m/s,0.05 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
11.09 s,0.79 m,-4.85 m,0.50 m,0.09 m/s,0.04 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
11.2 s,0.79 m,-4.85 m,0.50 m,0.09 m/s,0.04 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
11.32 s,0.80 m,-4.85 m,0.50 m,0.09 m/s,0.05 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,0 pixels
11.43 s,0.81 m,-4.84 m,0.50 m,0.09 m/s,0.05 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,0 pixels
11.56 s,0.82 m,-4.84 m,0.50 m,0.09 m/s,0.06 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
11.68 s,0.83 m,-4.83 m,0.50 m,0.09 m/s,0.05 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
11.8 s,0.84 m,-4.83 m,0.50 m,0.09 m/s,0.05 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
11.93 s,0.85 m,-4.82 m,0.50 m,0.09 m/s,0.04 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
12.05 s,0.86 m,-4.82 m,0.50 m,0.10 m/s,0.04 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
12.17 s,0.87 m,-4.81 m,0.50 m,0.10 m/s,0.04 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
12.3 s,0.88 m,-4.81 m,0.50 m,0.10 m/s,0.03 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
12.43 s,0.89 m,-4.81 m,0.50 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
12.55 s,0.90 m,-4.81 m,0.50 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
12.68 s,0.91 m,-4.80 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
12.81 s,0.92 m,-4.80 m,0.50 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
12.93 s,0.93 m,-4.81 m,0.50 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
13.05 s,0.94 m,-4.81 m,0.50 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
13.19 s,0.95 m,-4.81 m,0.50 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
13.31 s,0.96 m,-4.81 m,0.50 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
13.44 s,0.97 m,-4.81 m,0.50 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
13.56 s,0.98 m,-4.81 m,0.50 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
13.69 s,0.99 m,-4.81 m,0.50 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
13.82 s,1.00 m,-4.82 m,0.50 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
13.94 s,1.01 m,-4.82 m,0.50 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.06 s,1.02 m,-4.82 m,0.50 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.18 s,1.03 m,-4.82 m,0.50 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.3 s,1.04 m,-4.82 m,0.50 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.43 s,1.05 m,-4.83 m,0.50 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.54 s,1.06 m,-4.83 m,0.50 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.67 s,1.07 m,-4.83 m,0.50 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.81 s,1.08 m,-4.83 m,0.50 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.93 s,1.09 m,-4.83 m,0.50 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
15.05 s,1.10 m,-4.83 m,0.50 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.17 s,1.11 m,-4.84 m,0.50 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.3 s,1.12 m,-4.84 m,0.50 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.42 s,1.13 m,-4.84 m,0.50 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.54 s,1.14 m,-4.84 m,0.50 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.66 s,1.15 m,-4.84 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.77 s,1.16 m,-4.84 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.9 s,1.17 m,-4.84 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
16.02 s,1.18 m,-4.84 m,0.50 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.16 s,1.19 m,-4.84 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.27 s,1.20 m,-4.84 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.39 s,1.21 m,-4.84 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.55 s,1.22 m,-4.84 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.64 s,1.23 m,-4.84 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.76 s,1.24 m,-4.84 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.89 s,1.25 m,-4.84 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.02 s,1.26 m,-4.84 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.15 s,1.27 m,-4.84 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.26 s,1.28 m,-4.84 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.39 s,1.29 m,-4.84 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.51 s,1.30 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.63 s,1.30 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.76 s,1.31 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.88 s,1.32 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
18.0 s,1.33 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
18.13 s,1.34 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
18.25 s,1.36 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
18.38 s,1.36 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
18.5 s,1.37 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
18.65 s,1.39 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
18.76 s,1.40 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
18.87 s,1.40 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
19.0 s,1.41 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
19.12 s,1.42 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
19.23 s,1.43 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
19.36 s,1.44 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
19.48 s,1.46 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
19.6 s,1.47 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
19.72 s,1.48 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
19.84 s,1.49 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
19.96 s,1.50 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
20.09 s,1.51 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
20.21 s,1.52 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
20.33 s,1.53 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
20.45 s,1.54 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
20.57 s,1.55 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
20.69 s,1.56 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
20.82 s,1.57 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
20.94 s,1.58 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
21.07 s,1.59 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
21.19 s,1.59 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
21.31 s,1.60 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
21.43 s,1.61 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
21.55 s,1.63 m,-4.83 m,0.50 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
