Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels)
61.09 s,-4.52 m,-4.22 m,0.47 m,0.01 m/s,0.08 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.56 rad,-87 pixels
61.18 s,-4.52 m,-4.22 m,0.47 m,0.01 m/s,0.08 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.56 rad,-89 pixels
61.29 s,-4.52 m,-4.21 m,0.47 m,0.01 m/s,0.08 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.56 rad,-91 pixels
61.4 s,-4.52 m,-4.20 m,0.47 m,0.01 m/s,0.08 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.56 rad,-93 pixels
61.5 s,-4.52 m,-4.19 m,0.47 m,0.01 m/s,0.08 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.56 rad,-96 pixels
61.61 s,-4.52 m,-4.18 m,0.47 m,0.01 m/s,0.08 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.56 rad,-98 pixels
61.72 s,-4.52 m,-4.17 m,0.47 m,0.01 m/s,0.08 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.56 rad,-100 pixels
61.83 s,-4.52 m,-4.17 m,0.47 m,0.01 m/s,0.08 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.56 rad,-103 pixels
61.95 s,-4.52 m,-4.16 m,0.47 m,0.01 m/s,0.08 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.56 rad,-105 pixels
62.07 s,-4.52 m,-4.15 m,0.47 m,0.01 m/s,0.08 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.56 rad,-108 pixels
62.18 s,-4.52 m,-4.14 m,0.47 m,0.01 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.56 rad,-111 pixels
62.29 s,-4.51 m,-4.13 m,0.47 m,0.01 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.56 rad,-112 pixels
62.39 s,-4.51 m,-4.12 m,0.47 m,0.01 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.56 rad,-112 pixels
62.51 s,-4.51 m,-4.11 m,0.47 m,0.00 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-112 pixels
62.63 s,-4.51 m,-4.10 m,0.47 m,0.00 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-112 pixels
62.75 s,-4.51 m,-4.09 m,0.47 m,-0.01 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.02 rad,1.57 rad,-113 pixels
62.87 s,-4.51 m,-4.08 m,0.47 m,-0.03 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.03 rad,1.57 rad,-115 pixels
62.98 s,-4.52 m,-4.08 m,0.47 m,-0.06 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.02 rad,1.57 rad,-115 pixels
63.1 s,-4.52 m,-4.07 m,0.47 m,-0.08 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-113 pixels
63.22 s,-4.54 m,-4.06 m,0.47 m,-0.08 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-110 pixels
63.34 s,-4.55 m,-4.05 m,0.47 m,-0.08 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-103 pixels
63.46 s,-4.55 m,-4.04 m,0.47 m,-0.07 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-99 pixels
63.59 s,-4.56 m,-4.03 m,0.47 m,-0.08 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-99 pixels
63.71 s,-4.57 m,-4.02 m,0.47 m,-0.08 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-98 pixels
63.83 s,-4.58 m,-4.01 m,0.47 m,-0.07 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-93 pixels
63.95 s,-4.59 m,-4.00 m,0.47 m,-0.07 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-87 pixels
64.07 s,-4.59 m,-3.99 m,0.47 m,-0.08 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-86 pixels
64.19 s,-4.60 m,-3.98 m,0.47 m,-0.09 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-87 pixels
64.31 s,-4.61 m,-3.97 m,0.47 m,-0.10 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-87 pixels
64.43 s,-4.63 m,-3.96 m,0.47 m,-0.10 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-83 pixels
64.55 s,-4.64 m,-3.95 m,0.47 m,-0.09 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-75 pixels
64.67 s,-4.64 m,-3.94 m,0.47 m,-0.10 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-69 pixels
64.79 s,-4.66 m,-3.93 m,0.47 m,-0.11 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.02 rad,1.57 rad,-67 pixels
64.91 s,-4.67 m,-3.92 m,0.47 m,-0.12 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-67 pixels
65.03 s,-4.69 m,-3.91 m,0.47 m,-0.13 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-66 pixels
65.15 s,-4.70 m,-3.90 m,0.47 m,-0.12 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-60 pixels
65.27 s,-4.71 m,-3.88 m,0.47 m,-0.13 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-52 pixels
65.39 s,-4.73 m,-3.87 m,0.47 m,-0.14 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.02 rad,1.57 rad,-46 pixels
65.51 s,-4.74 m,-3.86 m,0.47 m,-0.15 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-44 pixels
65.63 s,-4.76 m,-3.85 m,0.47 m,-0.15 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-42 pixels
65.75 s,-4.78 m,-3.84 m,0.47 m,-0.14 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-37 pixels
65.88 s,-4.79 m,-3.83 m,0.47 m,-0.14 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-29 pixels
66.0 s,-4.81 m,-3.82 m,0.47 m,-0.15 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-19 pixels
66.11 s,-4.83 m,-3.81 m,0.47 m,-0.15 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-13 pixels
66.23 s,-4.85 m,-3.80 m,0.47 m,-0.15 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-11 pixels
66.35 s,-4.86 m,-3.79 m,0.47 m,-0.13 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-8 pixels
66.47 s,-4.88 m,-3.78 m,0.47 m,-0.13 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-2 pixels
66.59 s,-4.89 m,-3.77 m,0.47 m,-0.11 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.02 rad,1.57 rad,6 pixels
66.71 s,-4.91 m,-3.76 m,0.47 m,-0.09 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.03 rad,1.57 rad,15 pixels
66.83 s,-4.92 m,-3.75 m,0.47 m,-0.06 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.03 rad,1.57 rad,19 pixels
66.95 s,-4.92 m,-3.73 m,0.47 m,-0.03 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.03 rad,1.57 rad,22 pixels
67.07 s,-4.92 m,-3.72 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.03 rad,1.57 rad,30 pixels
67.19 s,-4.92 m,-3.71 m,0.47 m,0.02 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.03 rad,1.57 rad,37 pixels
67.31 s,-4.91 m,-3.70 m,0.47 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.02 rad,1.57 rad,41 pixels
67.43 s,-4.91 m,-3.69 m,0.47 m,0.06 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,43 pixels
67.55 s,-4.90 m,-3.68 m,0.47 m,0.06 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,45 pixels
67.67 s,-4.90 m,-3.67 m,0.47 m,0.07 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.02 rad,1.57 rad,45 pixels
67.78 s,-4.89 m,-3.66 m,0.47 m,0.09 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.02 rad,1.57 rad,44 pixels
67.9 s,-4.88 m,-3.64 m,0.47 m,0.12 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.02 rad,1.57 rad,40 pixels
68.02 s,-4.86 m,-3.63 m,0.47 m,0.13 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,36 pixels
68.14 s,-4.84 m,-3.62 m,0.47 m,0.13 m/s,0.11 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,33 pixels
68.26 s,-4.83 m,-3.61 m,0.47 m,0.13 m/s,0.11 m/s,-0.00 m/s,-0.00 rad,0.01 rad,1.57 rad,33 pixels
68.39 s,-4.82 m,-3.59 m,0.47 m,0.13 m/s,0.11 m/s,-0.00 m/s,-0.00 rad,0.01 rad,1.57 rad,32 pixels
68.51 s,-4.80 m,-3.58 m,0.47 m,0.13 m/s,0.11 m/s,-0.00 m/s,-0.00 rad,0.01 rad,1.57 rad,29 pixels
68.62 s,-4.79 m,-3.57 m,0.47 m,0.13 m/s,0.10 m/s,-0.00 m/s,-0.00 rad,-0.00 rad,1.57 rad,22 pixels
68.74 s,-4.77 m,-3.56 m,0.47 m,0.12 m/s,0.10 m/s,-0.00 m/s,-0.00 rad,-0.01 rad,1.57 rad,13 pixels
68.86 s,-4.76 m,-3.55 m,0.47 m,0.11 m/s,0.10 m/s,-0.00 m/s,-0.00 rad,-0.01 rad,1.57 rad,8 pixels
68.98 s,-4.75 m,-3.54 m,0.47 m,0.10 m/s,0.10 m/s,-0.00 m/s,-0.00 rad,-0.01 rad,1.57 rad,5 pixels
69.09 s,-4.74 m,-3.53 m,0.47 m,0.09 m/s,0.10 m/s,-0.00 m/s,-0.00 rad,-0.01 rad,1.57 rad,1 pixels
69.21 s,-4.73 m,-3.52 m,0.47 m,0.07 m/s,0.10 m/s,0.00 m/s,-0.00 rad,-0.01 rad,1.57 rad,-5 pixels
69.33 s,-4.72 m,-3.51 m,0.47 m,0.05 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-13 pixels
69.45 s,-4.72 m,-3.50 m,0.47 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-19 pixels
69.56 s,-4.72 m,-3.49 m,0.47 m,0.02 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.02 rad,1.57 rad,-22 pixels
69.68 s,-4.72 m,-3.48 m,0.47 m,-0.01 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.02 rad,1.57 rad,-26 pixels
69.8 s,-4.72 m,-3.47 m,0.47 m,-0.03 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.02 rad,1.57 rad,-31 pixels
69.92 s,-4.72 m,-3.46 m,0.47 m,-0.04 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-35 pixels
70.04 s,-4.73 m,-3.45 m,0.47 m,-0.05 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-37 pixels
70.16 s,-4.73 m,-3.44 m,0.47 m,-0.05 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-39 pixels
70.28 s,-4.74 m,-3.43 m,0.47 m,-0.06 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-42 pixels
70.39 s,-4.74 m,-3.42 m,0.47 m,-0.08 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.02 rad,1.57 rad,-43 pixels
70.52 s,-4.76 m,-3.41 m,0.47 m,-0.10 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.02 rad,1.57 rad,-42 pixels
70.64 s,-4.77 m,-3.40 m,0.47 m,-0.11 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-39 pixels
70.76 s,-4.78 m,-3.39 m,0.47 m,-0.11 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-35 pixels
70.88 s,-4.79 m,-3.38 m,0.47 m,-0.11 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-32 pixels
71.0 s,-4.81 m,-3.37 m,0.47 m,-0.11 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-32 pixels
71.12 s,-4.82 m,-3.36 m,0.47 m,-0.12 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-32 pixels
71.23 s,-4.83 m,-3.35 m,0.47 m,-0.11 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-30 pixels
71.35 s,-4.85 m,-3.34 m,0.47 m,-0.10 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-24 pixels
71.47 s,-4.86 m,-3.33 m,0.47 m,-0.09 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-16 pixels
71.58 s,-4.86 m,-3.32 m,0.47 m,-0.08 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-11 pixels
71.7 s,-4.87 m,-3.31 m,0.47 m,-0.07 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-9 pixels
71.82 s,-4.88 m,-3.30 m,0.47 m,-0.07 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-6 pixels
71.94 s,-4.89 m,-3.28 m,0.47 m,-0.06 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-1 pixels
72.06 s,-4.89 m,-3.27 m,0.47 m,-0.04 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,5 pixels
72.18 s,-4.90 m,-3.26 m,0.47 m,-0.03 m/s,0.11 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,11 pixels
72.3 s,-4.90 m,-3.25 m,0.47 m,-0.01 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,17 pixels
72.41 s,-4.90 m,-3.24 m,0.47 m,-0.00 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.02 rad,1.57 rad,18 pixels
72.53 s,-4.90 m,-3.23 m,0.47 m,0.01 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,19 pixels
72.65 s,-4.90 m,-3.21 m,0.47 m,0.02 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,22 pixels
72.77 s,-4.89 m,-3.20 m,0.47 m,0.03 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,26 pixels
72.88 s,-4.89 m,-3.19 m,0.47 m,0.04 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,30 pixels
73.0 s,-4.89 m,-3.18 m,0.47 m,0.05 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.02 rad,1.57 rad,32 pixels
73.11 s,-4.88 m,-3.17 m,0.47 m,0.07 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.02 rad,1.57 rad,33 pixels
73.23 s,-4.87 m,-3.16 m,0.47 m,0.08 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,33 pixels
73.35 s,-4.86 m,-3.15 m,0.47 m,0.08 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,35 pixels
73.46 s,-4.85 m,-3.13 m,0.47 m,0.07 m/s,0.11 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,35 pixels
73.58 s,-4.85 m,-3.12 m,0.47 m,0.08 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,33 pixels
73.7 s,-4.84 m,-3.11 m,0.47 m,0.08 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,31 pixels
73.82 s,-4.83 m,-3.10 m,0.47 m,0.09 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,31 pixels
73.94 s,-4.82 m,-3.09 m,0.47 m,0.10 m/s,0.10 m/s,-0.00 m/s,-0.00 rad,0.00 rad,1.57 rad,31 pixels
74.05 s,-4.81 m,-3.08 m,0.47 m,0.09 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,30 pixels
74.17 s,-4.80 m,-3.07 m,0.47 m,0.08 m/s,0.10 m/s,-0.00 m/s,-0.00 rad,-0.01 rad,1.57 rad,27 pixels
74.29 s,-4.79 m,-3.06 m,0.47 m,0.07 m/s,0.10 m/s,-0.00 m/s,-0.00 rad,0.00 rad,1.57 rad,22 pixels
74.41 s,-4.78 m,-3.04 m,0.47 m,0.07 m/s,0.10 m/s,-0.00 m/s,-0.00 rad,0.01 rad,1.57 rad,16 pixels
74.52 s,-4.77 m,-3.03 m,0.47 m,0.07 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,14 pixels
74.64 s,-4.76 m,-3.02 m,0.47 m,0.07 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,14 pixels
74.76 s,-4.76 m,-3.01 m,0.47 m,0.06 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,12 pixels
74.87 s,-4.75 m,-3.00 m,0.47 m,0.05 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,8 pixels
74.99 s,-4.75 m,-2.99 m,0.47 m,0.04 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,3 pixels
75.11 s,-4.74 m,-2.98 m,0.47 m,0.03 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-4 pixels
75.24 s,-4.74 m,-2.97 m,0.47 m,0.02 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-9 pixels
75.35 s,-4.74 m,-2.96 m,0.47 m,0.00 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-10 pixels
75.47 s,-4.74 m,-2.95 m,0.47 m,-0.00 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-10 pixels
75.59 s,-4.74 m,-2.94 m,0.47 m,-0.01 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-13 pixels
75.7 s,-4.74 m,-2.93 m,0.47 m,-0.02 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-17 pixels
75.82 s,-4.74 m,-2.92 m,0.47 m,-0.03 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-22 pixels
75.95 s,-4.75 m,-2.91 m,0.47 m,-0.04 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-25 pixels
76.07 s,-4.76 m,-2.90 m,0.47 m,-0.04 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-27 pixels
76.2 s,-4.76 m,-2.89 m,0.47 m,-0.05 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-27 pixels
76.33 s,-4.77 m,-2.88 m,0.47 m,-0.05 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-29 pixels
76.45 s,-4.77 m,-2.87 m,0.47 m,-0.05 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-30 pixels
76.57 s,-4.78 m,-2.86 m,0.47 m,-0.05 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-30 pixels
76.7 s,-4.79 m,-2.84 m,0.47 m,-0.05 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-30 pixels
76.82 s,-4.79 m,-2.83 m,0.47 m,-0.05 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-30 pixels
76.93 s,-4.80 m,-2.82 m,0.47 m,-0.06 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-29 pixels
77.05 s,-4.80 m,-2.81 m,0.47 m,-0.06 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-29 pixels
77.17 s,-4.81 m,-2.80 m,0.47 m,-0.06 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-29 pixels
77.3 s,-4.82 m,-2.79 m,0.47 m,-0.05 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-26 pixels
77.42 s,-4.82 m,-2.78 m,0.47 m,-0.05 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-23 pixels
77.55 s,-4.83 m,-2.77 m,0.47 m,-0.05 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-21 pixels
77.68 s,-4.84 m,-2.76 m,0.47 m,-0.05 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-21 pixels
77.79 s,-4.84 m,-2.75 m,0.47 m,-0.05 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-19 pixels
77.91 s,-4.84 m,-2.73 m,0.47 m,-0.04 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-16 pixels
78.03 s,-4.85 m,-2.72 m,0.47 m,-0.04 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-12 pixels
78.15 s,-4.86 m,-2.71 m,0.47 m,-0.04 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-11 pixels
78.28 s,-4.86 m,-2.70 m,0.47 m,-0.04 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-10 pixels
78.4 s,-4.87 m,-2.69 m,0.47 m,-0.03 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-6 pixels
78.52 s,-4.87 m,-2.68 m,0.47 m,-0.02 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-1 pixels
78.63 s,-4.87 m,-2.67 m,0.47 m,-0.01 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,2 pixels
78.75 s,-4.87 m,-2.65 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,3 pixels
78.87 s,-4.87 m,-2.64 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,3 pixels
78.99 s,-4.87 m,-2.63 m,0.47 m,0.01 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,5 pixels
79.1 s,-4.87 m,-2.62 m,0.47 m,0.01 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,9 pixels
79.22 s,-4.87 m,-2.61 m,0.47 m,0.02 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,11 pixels
79.34 s,-4.86 m,-2.60 m,0.47 m,0.02 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,12 pixels
79.46 s,-4.86 m,-2.58 m,0.47 m,0.02 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,14 pixels
79.58 s,-4.86 m,-2.57 m,0.47 m,0.03 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,18 pixels
79.71 s,-4.85 m,-2.56 m,0.47 m,0.03 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,20 pixels
79.83 s,-4.85 m,-2.55 m,0.47 m,0.03 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,21 pixels
79.95 s,-4.85 m,-2.54 m,0.47 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,22 pixels
80.08 s,-4.84 m,-2.53 m,0.47 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,22 pixels
80.2 s,-4.84 m,-2.52 m,0.47 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,21 pixels
80.31 s,-4.83 m,-2.50 m,0.47 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,20 pixels
80.43 s,-4.83 m,-2.49 m,0.47 m,0.05 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,20 pixels
80.55 s,-4.82 m,-2.48 m,0.47 m,0.06 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,19 pixels
80.67 s,-4.81 m,-2.47 m,0.47 m,0.06 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,19 pixels
80.79 s,-4.81 m,-2.46 m,0.47 m,0.05 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,19 pixels
80.9 s,-4.80 m,-2.45 m,0.47 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,17 pixels
81.02 s,-4.80 m,-2.44 m,0.47 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,15 pixels
81.13 s,-4.80 m,-2.43 m,0.47 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,15 pixels
81.25 s,-4.79 m,-2.42 m,0.47 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,14 pixels
81.37 s,-4.78 m,-2.41 m,0.47 m,0.04 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,11 pixels
81.49 s,-4.78 m,-2.39 m,0.47 m,0.03 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,8 pixels
81.61 s,-4.78 m,-2.38 m,0.47 m,0.02 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,8 pixels
81.72 s,-4.77 m,-2.37 m,0.47 m,0.02 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,8 pixels
