Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels)
81.84 s,-4.77 m,-2.36 m,0.47 m,0.01 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,5 pixels
81.96 s,-4.77 m,-2.35 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,2 pixels
82.07 s,-4.77 m,-2.34 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-1 pixels
82.19 s,-4.77 m,-2.33 m,0.47 m,-0.01 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-6 pixels
82.31 s,-4.78 m,-2.32 m,0.47 m,-0.01 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-6 pixels
82.43 s,-4.78 m,-2.31 m,0.47 m,-0.01 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-7 pixels
82.54 s,-4.78 m,-2.30 m,0.47 m,-0.02 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-9 pixels
82.66 s,-4.78 m,-2.29 m,0.47 m,-0.02 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-11 pixels
82.78 s,-4.78 m,-2.28 m,0.47 m,-0.02 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-14 pixels
82.9 s,-4.78 m,-2.27 m,0.47 m,-0.02 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-16 pixels
83.02 s,-4.79 m,-2.26 m,0.47 m,-0.02 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-16 pixels
83.13 s,-4.79 m,-2.25 m,0.47 m,-0.03 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-17 pixels
83.25 s,-4.79 m,-2.24 m,0.47 m,-0.03 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.01 rad,1.57 rad,-17 pixels
83.37 s,-4.80 m,-2.23 m,0.47 m,-0.04 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-17 pixels
83.49 s,-4.80 m,-2.22 m,0.47 m,-0.04 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-17 pixels
83.6 s,-4.81 m,-2.21 m,0.47 m,-0.04 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-16 pixels
83.72 s,-4.81 m,-2.20 m,0.47 m,-0.04 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-15 pixels
83.84 s,-4.81 m,-2.19 m,0.47 m,-0.04 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-15 pixels
83.96 s,-4.82 m,-2.18 m,0.47 m,-0.04 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-14 pixels
84.07 s,-4.82 m,-2.17 m,0.47 m,-0.04 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-13 pixels
84.2 s,-4.83 m,-2.15 m,0.47 m,-0.04 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-13 pixels
84.31 s,-4.83 m,-2.14 m,0.47 m,-0.03 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-12 pixels
84.43 s,-4.83 m,-2.13 m,0.47 m,-0.03 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-12 pixels
84.55 s,-4.84 m,-2.12 m,0.47 m,-0.03 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,-12 pixels
84.68 s,-4.84 m,-2.11 m,0.47 m,-0.03 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-10 pixels
84.8 s,-4.85 m,-2.10 m,0.47 m,-0.03 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-6 pixels
84.92 s,-4.85 m,-2.09 m,0.47 m,-0.02 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-3 pixels
85.04 s,-4.85 m,-2.08 m,0.47 m,-0.02 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-2 pixels
85.15 s,-4.85 m,-2.07 m,0.47 m,-0.01 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-2 pixels
85.27 s,-4.85 m,-2.05 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,-1 pixels
85.39 s,-4.85 m,-2.04 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,1 pixels
85.51 s,-4.85 m,-2.03 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,3 pixels
85.62 s,-4.85 m,-2.02 m,0.47 m,0.01 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,6 pixels
85.75 s,-4.85 m,-2.01 m,0.47 m,0.01 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,6 pixels
85.86 s,-4.85 m,-2.00 m,0.47 m,0.01 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,6 pixels
85.98 s,-4.85 m,-1.99 m,0.47 m,0.01 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,10 pixels
86.1 s,-4.85 m,-1.98 m,0.47 m,0.01 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,12 pixels
86.21 s,-4.85 m,-1.97 m,0.47 m,0.01 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,14 pixels
86.34 s,-4.85 m,-1.95 m,0.47 m,0.01 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,14 pixels
86.46 s,-4.85 m,-1.94 m,0.47 m,0.02 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,15 pixels
86.58 s,-4.84 m,-1.93 m,0.47 m,0.02 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,15 pixels
86.7 s,-4.84 m,-1.92 m,0.47 m,0.02 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,15 pixels
86.82 s,-4.84 m,-1.91 m,0.47 m,0.02 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,15 pixels
86.94 s,-4.84 m,-1.90 m,0.47 m,0.02 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,14 pixels
87.05 s,-4.83 m,-1.89 m,0.47 m,0.02 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,14 pixels
87.17 s,-4.83 m,-1.88 m,0.47 m,0.03 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,1.57 rad,14 pixels
87.29 s,-4.83 m,-1.87 m,0.47 m,0.03 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,13 pixels
87.41 s,-4.82 m,-1.86 m,0.47 m,0.03 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,13 pixels
87.53 s,-4.82 m,-1.85 m,0.47 m,0.03 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,12 pixels
87.65 s,-4.82 m,-1.83 m,0.47 m,0.02 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,12 pixels
87.76 s,-4.82 m,-1.82 m,0.47 m,0.03 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,12 pixels
87.88 s,-4.81 m,-1.81 m,0.47 m,0.03 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,12 pixels
88.0 s,-4.81 m,-1.80 m,0.47 m,0.03 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,11 pixels
88.12 s,-4.81 m,-1.79 m,0.47 m,0.02 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,9 pixels
88.24 s,-4.80 m,-1.78 m,0.47 m,0.02 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,8 pixels
88.36 s,-4.80 m,-1.77 m,0.47 m,0.01 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,8 pixels
88.48 s,-4.80 m,-1.76 m,0.47 m,0.01 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,8 pixels
88.6 s,-4.80 m,-1.75 m,0.47 m,0.01 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,5 pixels
88.72 s,-4.80 m,-1.74 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,3 pixels
88.83 s,-4.80 m,-1.73 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,2 pixels
88.95 s,-4.80 m,-1.72 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.00 rad,1.57 rad,2 pixels
89.07 s,-4.80 m,-1.71 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,2 pixels
89.18 s,-4.80 m,-1.70 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,0 pixels
89.3 s,-4.80 m,-1.69 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-2 pixels
89.42 s,-4.80 m,-1.68 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
89.53 s,-4.80 m,-1.67 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
89.65 s,-4.80 m,-1.66 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
89.77 s,-4.80 m,-1.65 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-6 pixels
89.89 s,-4.80 m,-1.63 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-6 pixels
90.01 s,-4.80 m,-1.62 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-6 pixels
90.13 s,-4.80 m,-1.61 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-6 pixels
90.25 s,-4.81 m,-1.60 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-6 pixels
90.36 s,-4.81 m,-1.59 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-6 pixels
90.48 s,-4.81 m,-1.58 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-6 pixels
90.6 s,-4.81 m,-1.57 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-6 pixels
90.71 s,-4.81 m,-1.56 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
90.83 s,-4.81 m,-1.55 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
90.95 s,-4.81 m,-1.53 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
91.07 s,-4.81 m,-1.52 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
91.18 s,-4.81 m,-1.51 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
91.3 s,-4.81 m,-1.50 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
91.42 s,-4.81 m,-1.49 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
91.53 s,-4.81 m,-1.48 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
91.65 s,-4.81 m,-1.47 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
91.77 s,-4.81 m,-1.46 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
91.88 s,-4.81 m,-1.45 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
92.0 s,-4.81 m,-1.44 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
92.13 s,-4.81 m,-1.43 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
92.24 s,-4.81 m,-1.42 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
92.36 s,-4.81 m,-1.40 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
92.48 s,-4.81 m,-1.39 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
92.59 s,-4.81 m,-1.38 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
92.71 s,-4.81 m,-1.37 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
92.83 s,-4.81 m,-1.36 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
92.95 s,-4.81 m,-1.35 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
93.07 s,-4.81 m,-1.34 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
93.19 s,-4.81 m,-1.33 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
93.31 s,-4.81 m,-1.32 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
93.43 s,-4.81 m,-1.31 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
93.55 s,-4.81 m,-1.29 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
93.66 s,-4.81 m,-1.28 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
93.78 s,-4.81 m,-1.27 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
93.9 s,-4.81 m,-1.26 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
94.02 s,-4.81 m,-1.25 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
94.13 s,-4.81 m,-1.24 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
94.25 s,-4.81 m,-1.23 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
94.37 s,-4.81 m,-1.22 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
94.49 s,-4.81 m,-1.21 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
94.61 s,-4.81 m,-1.20 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
94.73 s,-4.81 m,-1.19 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
94.85 s,-4.81 m,-1.18 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
94.97 s,-4.81 m,-1.16 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
95.09 s,-4.81 m,-1.15 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
95.2 s,-4.81 m,-1.14 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
95.33 s,-4.81 m,-1.13 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
95.44 s,-4.81 m,-1.12 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
95.56 s,-4.81 m,-1.11 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
95.68 s,-4.81 m,-1.10 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
95.8 s,-4.81 m,-1.09 m,0.47 m,0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-2 pixels
95.92 s,-4.81 m,-1.07 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-2 pixels
96.04 s,-4.81 m,-1.06 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-2 pixels
96.16 s,-4.81 m,-1.05 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-2 pixels
96.28 s,-4.81 m,-1.04 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-2 pixels
96.4 s,-4.81 m,-1.03 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-2 pixels
96.52 s,-4.81 m,-1.02 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-2 pixels
96.64 s,-4.81 m,-1.01 m,0.47 m,0.01 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-2 pixels
96.76 s,-4.81 m,-1.00 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-2 pixels
96.88 s,-4.80 m,-0.99 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-2 pixels
97.0 s,-4.80 m,-0.97 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-2 pixels
97.11 s,-4.80 m,-0.96 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-2 pixels
97.23 s,-4.80 m,-0.95 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-2 pixels
97.35 s,-4.80 m,-0.94 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
97.47 s,-4.80 m,-0.93 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
97.58 s,-4.80 m,-0.92 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
97.7 s,-4.80 m,-0.91 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
97.83 s,-4.80 m,-0.90 m,0.47 m,0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
97.95 s,-4.80 m,-0.89 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
98.06 s,-4.80 m,-0.88 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
98.18 s,-4.80 m,-0.87 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
98.29 s,-4.80 m,-0.86 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
98.41 s,-4.80 m,-0.85 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
98.53 s,-4.80 m,-0.83 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
98.65 s,-4.80 m,-0.82 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
98.76 s,-4.80 m,-0.81 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
98.88 s,-4.80 m,-0.80 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
99.0 s,-4.80 m,-0.79 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
99.12 s,-4.80 m,-0.78 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
99.24 s,-4.80 m,-0.77 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
99.36 s,-4.80 m,-0.76 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
99.49 s,-4.80 m,-0.75 m,0.47 m,-0.00 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
99.61 s,-4.80 m,-0.74 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
99.73 s,-4.80 m,-0.73 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
99.85 s,-4.80 m,-0.72 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
99.97 s,-4.81 m,-0.70 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
100.09 s,-4.81 m,-0.69 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
100.21 s,-4.81 m,-0.68 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
100.33 s,-4.81 m,-0.67 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
100.45 s,-4.81 m,-0.66 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-5 pixels
100.56 s,-4.81 m,-0.65 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
100.68 s,-4.81 m,-0.64 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
100.8 s,-4.81 m,-0.63 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
100.92 s,-4.81 m,-0.62 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
101.03 s,-4.81 m,-0.61 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
101.15 s,-4.81 m,-0.60 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
101.27 s,-4.81 m,-0.59 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
101.38 s,-4.81 m,-0.58 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
101.5 s,-4.81 m,-0.57 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
101.62 s,-4.81 m,-0.56 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
101.73 s,-4.81 m,-0.55 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
101.85 s,-4.81 m,-0.54 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
101.97 s,-4.81 m,-0.53 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
102.09 s,-4.81 m,-0.52 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
102.21 s,-4.81 m,-0.50 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
102.33 s,-4.81 m,-0.49 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-4 pixels
102.45 s,-4.81 m,-0.48 m,0.47 m,-0.00 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,1.57 rad,-3 pixels
