Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels)
19.76 s,1.66 m,-4.76 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-3 pixels
19.88 s,1.67 m,-4.76 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-3 pixels
20.0 s,1.68 m,-4.76 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-4 pixels
20.12 s,1.69 m,-4.76 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-4 pixels
20.24 s,1.70 m,-4.76 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-4 pixels
20.36 s,1.71 m,-4.76 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-4 pixels
20.48 s,1.72 m,-4.76 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-4 pixels
20.6 s,1.73 m,-4.76 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
20.72 s,1.74 m,-4.76 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
20.84 s,1.75 m,-4.76 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
20.96 s,1.76 m,-4.76 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
21.07 s,1.77 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
21.19 s,1.78 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
21.31 s,1.80 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
21.42 s,1.81 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
21.54 s,1.82 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
21.66 s,1.83 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
21.77 s,1.84 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
21.89 s,1.85 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
22.01 s,1.86 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
22.12 s,1.87 m,-4.77 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
22.24 s,1.88 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
22.36 s,1.89 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
22.47 s,1.90 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
22.59 s,1.91 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
22.71 s,1.92 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
22.82 s,1.93 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
22.94 s,1.95 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
23.06 s,1.95 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-8 pixels
23.18 s,1.96 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-8 pixels
23.3 s,1.97 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-8 pixels
23.42 s,1.98 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-8 pixels
23.54 s,1.99 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-9 pixels
23.67 s,2.01 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-9 pixels
23.79 s,2.02 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-9 pixels
23.91 s,2.03 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-9 pixels
24.03 s,2.04 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-9 pixels
24.15 s,2.05 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-9 pixels
24.26 s,2.06 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-10 pixels
24.38 s,2.07 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-10 pixels
24.49 s,2.08 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
24.61 s,2.09 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-9 pixels
24.73 s,2.10 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
24.85 s,2.11 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-9 pixels
24.97 s,2.12 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
25.08 s,2.13 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
25.2 s,2.14 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
25.32 s,2.16 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
25.44 s,2.17 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
25.56 s,2.18 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
25.68 s,2.19 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
25.8 s,2.20 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
25.92 s,2.21 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
26.04 s,2.22 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
26.16 s,2.23 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
26.27 s,2.24 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
26.39 s,2.25 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
26.51 s,2.26 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
26.63 s,2.27 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
26.75 s,2.28 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
26.86 s,2.29 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
26.98 s,2.30 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
27.1 s,2.31 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
27.21 s,2.33 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
27.33 s,2.34 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
27.45 s,2.35 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
27.57 s,2.36 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
27.69 s,2.37 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
27.81 s,2.38 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
27.93 s,2.39 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
28.05 s,2.40 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
28.17 s,2.41 m,-4.77 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
28.29 s,2.42 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
28.41 s,2.43 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
28.53 s,2.44 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
28.65 s,2.45 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
28.77 s,2.47 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
28.89 s,2.48 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
29.01 s,2.49 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
29.12 s,2.50 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
29.24 s,2.51 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
29.36 s,2.52 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
29.48 s,2.53 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
29.59 s,2.54 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
29.71 s,2.55 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
29.83 s,2.56 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
29.95 s,2.58 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
30.07 s,2.59 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
30.19 s,2.60 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
30.31 s,2.61 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
30.42 s,2.62 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
30.54 s,2.63 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
30.66 s,2.64 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
30.78 s,2.65 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
30.89 s,2.66 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
31.01 s,2.67 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
31.13 s,2.68 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
31.25 s,2.69 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
31.37 s,2.70 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
31.49 s,2.71 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
31.61 s,2.72 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
31.73 s,2.73 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
31.86 s,2.74 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
31.98 s,2.75 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
32.1 s,2.77 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
32.22 s,2.78 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
32.34 s,2.79 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
32.46 s,2.80 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
32.57 s,2.81 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
32.69 s,2.82 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
32.81 s,2.83 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
32.93 s,2.85 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
33.05 s,2.86 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
33.17 s,2.87 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
33.29 s,2.88 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
33.41 s,2.89 m,-4.77 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
33.52 s,2.90 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
33.65 s,2.91 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
33.77 s,2.92 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
33.89 s,2.93 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
34.01 s,2.94 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-9 pixels
34.13 s,2.95 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-10 pixels
34.25 s,2.96 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-10 pixels
34.37 s,2.98 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-10 pixels
34.49 s,2.99 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-10 pixels
34.61 s,3.00 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-10 pixels
34.72 s,3.01 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-10 pixels
34.85 s,3.02 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-10 pixels
34.97 s,3.03 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-10 pixels
35.1 s,3.04 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-11 pixels
35.22 s,3.05 m,-4.78 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-11 pixels
35.34 s,3.06 m,-4.78 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-11 pixels
35.46 s,3.07 m,-4.78 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-11 pixels
35.58 s,3.08 m,-4.78 m,0.46 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-11 pixels
35.69 s,3.10 m,-4.78 m,0.46 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-11 pixels
35.81 s,3.11 m,-4.78 m,0.46 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-11 pixels
35.94 s,3.12 m,-4.78 m,0.46 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-11 pixels
36.06 s,3.13 m,-4.77 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-11 pixels
36.18 s,3.14 m,-4.77 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-12 pixels
36.29 s,3.15 m,-4.77 m,0.46 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-12 pixels
36.41 s,3.16 m,-4.77 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-12 pixels
36.53 s,3.17 m,-4.77 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-12 pixels
36.65 s,3.18 m,-4.77 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-13 pixels
36.76 s,3.19 m,-4.76 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-12 pixels
36.89 s,3.20 m,-4.76 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-12 pixels
37.0 s,3.22 m,-4.76 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-11 pixels
37.12 s,3.23 m,-4.76 m,0.46 m,0.10 m/s,0.03 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-12 pixels
37.25 s,3.24 m,-4.75 m,0.46 m,0.10 m/s,0.03 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-12 pixels
37.36 s,3.25 m,-4.75 m,0.46 m,0.10 m/s,0.03 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-11 pixels
37.49 s,3.26 m,-4.75 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.01 rad,-10 pixels
37.61 s,3.27 m,-4.74 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.01 rad,-9 pixels
37.73 s,3.28 m,-4.74 m,0.46 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.01 rad,-9 pixels
37.85 s,3.29 m,-4.74 m,0.46 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.01 rad,-8 pixels
37.97 s,3.30 m,-4.74 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
38.08 s,3.31 m,-4.74 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-6 pixels
38.2 s,3.32 m,-4.74 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-4 pixels
38.32 s,3.33 m,-4.74 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-5 pixels
38.44 s,3.34 m,-4.74 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-4 pixels
38.56 s,3.35 m,-4.74 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-3 pixels
38.68 s,3.36 m,-4.74 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-2 pixels
38.79 s,3.37 m,-4.74 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
38.91 s,3.39 m,-4.74 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,3 pixels
39.03 s,3.40 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,3 pixels
39.14 s,3.41 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,3 pixels
39.26 s,3.42 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,4 pixels
39.38 s,3.43 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,3 pixels
39.5 s,3.44 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,3 pixels
39.61 s,3.45 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,3 pixels
39.74 s,3.46 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,3 pixels
39.86 s,3.47 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,3 pixels
39.97 s,3.48 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,2 pixels
40.09 s,3.49 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,2 pixels
40.21 s,3.50 m,-4.75 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,2 pixels
40.33 s,3.52 m,-4.75 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,1 pixels
40.45 s,3.53 m,-4.75 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,1 pixels
