Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels)
2.73 s,0.09 m,-4.91 m,0.46 m,0.12 m/s,-0.00 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,-89 pixels
2.83 s,0.10 m,-4.91 m,0.46 m,0.12 m/s,-0.01 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,-89 pixels
2.94 s,0.11 m,-4.91 m,0.46 m,0.12 m/s,-0.01 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,-89 pixels
3.04 s,0.12 m,-4.91 m,0.46 m,0.11 m/s,-0.01 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,-90 pixels
3.15 s,0.13 m,-4.91 m,0.46 m,0.11 m/s,-0.01 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,-90 pixels
3.26 s,0.14 m,-4.91 m,0.46 m,0.11 m/s,-0.01 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,-89 pixels
3.36 s,0.16 m,-4.91 m,0.46 m,0.11 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-89 pixels
3.46 s,0.17 m,-4.91 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-88 pixels
3.56 s,0.18 m,-4.91 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-88 pixels
3.67 s,0.19 m,-4.91 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-87 pixels
3.77 s,0.20 m,-4.91 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-87 pixels
3.88 s,0.21 m,-4.92 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-86 pixels
3.98 s,0.22 m,-4.92 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-86 pixels
4.08 s,0.23 m,-4.92 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-85 pixels
4.19 s,0.24 m,-4.92 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-85 pixels
4.29 s,0.25 m,-4.92 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-84 pixels
4.39 s,0.25 m,-4.92 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-84 pixels
4.51 s,0.26 m,-4.92 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-83 pixels
4.62 s,0.27 m,-4.92 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-83 pixels
4.73 s,0.28 m,-4.92 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-82 pixels
4.83 s,0.29 m,-4.92 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-82 pixels
4.93 s,0.30 m,-4.92 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-81 pixels
5.04 s,0.31 m,-4.92 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-80 pixels
5.15 s,0.32 m,-4.92 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-80 pixels
5.26 s,0.33 m,-4.92 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-79 pixels
5.36 s,0.34 m,-4.92 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-79 pixels
5.46 s,0.35 m,-4.92 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-78 pixels
5.57 s,0.36 m,-4.92 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-78 pixels
5.69 s,0.37 m,-4.92 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-77 pixels
5.8 s,0.38 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-77 pixels
5.93 s,0.39 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-76 pixels
6.01 s,0.40 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-76 pixels
6.11 s,0.41 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-75 pixels
6.22 s,0.42 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-75 pixels
6.34 s,0.43 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-74 pixels
6.45 s,0.44 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-73 pixels
6.56 s,0.45 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-73 pixels
6.66 s,0.46 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-72 pixels
6.77 s,0.47 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-72 pixels
6.87 s,0.48 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-71 pixels
6.98 s,0.49 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-71 pixels
7.09 s,0.50 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-70 pixels
7.2 s,0.51 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-70 pixels
7.32 s,0.52 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-69 pixels
7.42 s,0.53 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-69 pixels
7.56 s,0.54 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-68 pixels
7.64 s,0.55 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-68 pixels
7.73 s,0.56 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-68 pixels
7.85 s,0.57 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-67 pixels
7.96 s,0.58 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-67 pixels
8.07 s,0.59 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-66 pixels
8.18 s,0.60 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-66 pixels
8.28 s,0.61 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-65 pixels
8.39 s,0.62 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-65 pixels
8.5 s,0.63 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-65 pixels
8.61 s,0.64 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-65 pixels
8.72 s,0.65 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-65 pixels
8.84 s,0.66 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-65 pixels
8.96 s,0.67 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-65 pixels
9.08 s,0.68 m,-4.92 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-64 pixels
9.2 s,0.69 m,-4.92 m,0.46 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-67 pixels
9.31 s,0.70 m,-4.92 m,0.46 m,0.10 m/s,0.03 m/s,-0.00 m/s,0.00 rad,-0.02 rad,-0.00 rad,-69 pixels
9.44 s,0.71 m,-4.91 m,0.46 m,0.10 m/s,0.06 m/s,-0.00 m/s,0.00 rad,-0.02 rad,-0.00 rad,-70 pixels
9.56 s,0.73 m,-4.90 m,0.46 m,0.09 m/s,0.07 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-67 pixels
9.68 s,0.74 m,-4.89 m,0.46 m,0.09 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-60 pixels
9.8 s,0.74 m,-4.89 m,0.46 m,0.09 m/s,0.07 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-55 pixels
9.92 s,0.75 m,-4.88 m,0.46 m,0.09 m/s,0.08 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-54 pixels
10.04 s,0.76 m,-4.87 m,0.46 m,0.09 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-53 pixels
10.15 s,0.77 m,-4.86 m,0.46 m,0.09 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-51 pixels
10.27 s,0.78 m,-4.85 m,0.46 m,0.09 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-45 pixels
10.39 s,0.79 m,-4.84 m,0.46 m,0.09 m/s,0.08 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-39 pixels
10.51 s,0.80 m,-4.84 m,0.46 m,0.09 m/s,0.09 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-37 pixels
10.63 s,0.81 m,-4.83 m,0.46 m,0.09 m/s,0.11 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-37 pixels
10.74 s,0.83 m,-4.81 m,0.46 m,0.09 m/s,0.12 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-35 pixels
10.86 s,0.84 m,-4.80 m,0.46 m,0.09 m/s,0.12 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-30 pixels
10.98 s,0.85 m,-4.78 m,0.46 m,0.09 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.02 rad,-0.00 rad,-24 pixels
11.1 s,0.86 m,-4.77 m,0.46 m,0.10 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-15 pixels
11.23 s,0.87 m,-4.76 m,0.46 m,0.10 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-10 pixels
11.35 s,0.88 m,-4.75 m,0.46 m,0.10 m/s,0.08 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-8 pixels
11.47 s,0.89 m,-4.74 m,0.46 m,0.10 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.02 rad,-0.00 rad,-7 pixels
11.59 s,0.90 m,-4.74 m,0.46 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.02 rad,-0.00 rad,-2 pixels
11.71 s,0.91 m,-4.73 m,0.46 m,0.10 m/s,0.03 m/s,0.00 m/s,0.00 rad,0.02 rad,-0.00 rad,4 pixels
11.83 s,0.92 m,-4.73 m,0.46 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,7 pixels
11.95 s,0.93 m,-4.73 m,0.46 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,9 pixels
12.07 s,0.94 m,-4.73 m,0.46 m,0.11 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,10 pixels
12.19 s,0.96 m,-4.73 m,0.46 m,0.11 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,10 pixels
12.3 s,0.97 m,-4.73 m,0.46 m,0.11 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,9 pixels
12.42 s,0.98 m,-4.74 m,0.46 m,0.11 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,9 pixels
12.55 s,0.99 m,-4.74 m,0.46 m,0.11 m/s,-0.03 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,8 pixels
12.66 s,1.00 m,-4.74 m,0.46 m,0.11 m/s,-0.03 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,7 pixels
12.78 s,1.02 m,-4.75 m,0.46 m,0.11 m/s,-0.03 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,6 pixels
12.9 s,1.03 m,-4.75 m,0.46 m,0.11 m/s,-0.03 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,4 pixels
13.02 s,1.04 m,-4.75 m,0.46 m,0.11 m/s,-0.03 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,3 pixels
13.13 s,1.05 m,-4.76 m,0.46 m,0.11 m/s,-0.03 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,2 pixels
13.25 s,1.06 m,-4.76 m,0.46 m,0.10 m/s,-0.03 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
13.37 s,1.07 m,-4.76 m,0.46 m,0.10 m/s,-0.03 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-1 pixels
13.49 s,1.08 m,-4.77 m,0.46 m,0.10 m/s,-0.03 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-3 pixels
13.61 s,1.09 m,-4.77 m,0.46 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-4 pixels
13.72 s,1.11 m,-4.77 m,0.46 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-5 pixels
13.85 s,1.12 m,-4.77 m,0.46 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-6 pixels
13.97 s,1.13 m,-4.78 m,0.46 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-7 pixels
14.09 s,1.14 m,-4.78 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-8 pixels
14.2 s,1.15 m,-4.78 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-9 pixels
14.33 s,1.16 m,-4.78 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-10 pixels
14.44 s,1.17 m,-4.78 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-11 pixels
14.56 s,1.18 m,-4.78 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-11 pixels
14.68 s,1.19 m,-4.78 m,0.46 m,0.09 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-12 pixels
14.79 s,1.20 m,-4.78 m,0.46 m,0.09 m/s,0.00 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-12 pixels
14.91 s,1.21 m,-4.78 m,0.46 m,0.09 m/s,0.01 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-12 pixels
15.03 s,1.22 m,-4.78 m,0.46 m,0.09 m/s,0.01 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-13 pixels
15.15 s,1.23 m,-4.78 m,0.46 m,0.09 m/s,0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-13 pixels
15.27 s,1.24 m,-4.78 m,0.46 m,0.09 m/s,0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-13 pixels
15.39 s,1.25 m,-4.77 m,0.46 m,0.09 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-14 pixels
15.51 s,1.26 m,-4.77 m,0.46 m,0.09 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-14 pixels
15.62 s,1.27 m,-4.77 m,0.46 m,0.09 m/s,0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-14 pixels
15.74 s,1.28 m,-4.77 m,0.46 m,0.09 m/s,0.03 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-14 pixels
15.86 s,1.29 m,-4.76 m,0.46 m,0.09 m/s,0.03 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-13 pixels
15.97 s,1.30 m,-4.76 m,0.46 m,0.09 m/s,0.03 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-12 pixels
16.09 s,1.31 m,-4.76 m,0.46 m,0.10 m/s,0.03 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-10 pixels
16.22 s,1.33 m,-4.75 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-9 pixels
16.34 s,1.34 m,-4.75 m,0.46 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-9 pixels
16.46 s,1.35 m,-4.75 m,0.46 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-9 pixels
16.58 s,1.36 m,-4.75 m,0.46 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
16.7 s,1.37 m,-4.75 m,0.46 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
16.82 s,1.38 m,-4.75 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-4 pixels
16.93 s,1.39 m,-4.75 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-2 pixels
17.05 s,1.40 m,-4.75 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-1 pixels
17.17 s,1.42 m,-4.75 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-1 pixels
17.29 s,1.43 m,-4.75 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.41 s,1.44 m,-4.75 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.52 s,1.45 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,1 pixels
17.65 s,1.46 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,1 pixels
17.77 s,1.48 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,1 pixels
17.89 s,1.49 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,1 pixels
18.01 s,1.50 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,1 pixels
18.12 s,1.51 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,1 pixels
18.24 s,1.52 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,1 pixels
18.36 s,1.53 m,-4.75 m,0.46 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
18.47 s,1.54 m,-4.76 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
18.59 s,1.55 m,-4.76 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
18.71 s,1.56 m,-4.76 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
18.83 s,1.57 m,-4.76 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-1 pixels
18.94 s,1.58 m,-4.76 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-1 pixels
19.06 s,1.60 m,-4.76 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-1 pixels
19.17 s,1.61 m,-4.76 m,0.46 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-2 pixels
19.29 s,1.62 m,-4.76 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-2 pixels
19.41 s,1.63 m,-4.76 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-2 pixels
19.52 s,1.64 m,-4.76 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-3 pixels
19.64 s,1.65 m,-4.76 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-3 pixels
