Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels)
0.0 s,-0.10 m,-4.87 m,0.49 m,-0.00 m/s,0.00 m/s,-0.01 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
0.08 s,-0.10 m,-4.87 m,0.49 m,-0.00 m/s,0.00 m/s,-0.01 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
0.2 s,-0.10 m,-4.86 m,0.49 m,0.00 m/s,0.00 m/s,-0.01 m/s,0.01 rad,-0.00 rad,-0.00 rad,0 pixels
0.23 s,-0.10 m,-4.86 m,0.49 m,0.00 m/s,0.00 m/s,-0.01 m/s,0.01 rad,-0.00 rad,-0.00 rad,0 pixels
0.35 s,-0.10 m,-4.86 m,0.48 m,0.02 m/s,0.00 m/s,-0.00 m/s,0.02 rad,-0.00 rad,-0.00 rad,0 pixels
0.48 s,-0.10 m,-4.86 m,0.48 m,0.04 m/s,0.00 m/s,-0.00 m/s,0.02 rad,-0.00 rad,-0.00 rad,0 pixels
0.49 s,-0.10 m,-4.86 m,0.48 m,0.04 m/s,0.00 m/s,-0.00 m/s,0.02 rad,-0.00 rad,-0.00 rad,0 pixels
0.61 s,-0.09 m,-4.86 m,0.48 m,0.07 m/s,0.00 m/s,-0.00 m/s,0.02 rad,-0.00 rad,-0.00 rad,0 pixels
0.74 s,-0.09 m,-4.86 m,0.48 m,0.08 m/s,0.01 m/s,-0.00 m/s,0.02 rad,-0.00 rad,-0.00 rad,0 pixels
0.74 s,-0.09 m,-4.86 m,0.48 m,0.08 m/s,0.01 m/s,-0.00 m/s,0.02 rad,-0.00 rad,-0.00 rad,0 pixels
0.76 s,-0.09 m,-4.86 m,0.48 m,0.08 m/s,0.01 m/s,-0.00 m/s,0.02 rad,-0.00 rad,-0.00 rad,0 pixels
0.9 s,-0.08 m,-4.86 m,0.48 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.01 rad,0.00 rad,-0.00 rad,0 pixels
1.03 s,-0.07 m,-4.86 m,0.48 m,0.11 m/s,0.01 m/s,-0.00 m/s,0.01 rad,0.00 rad,-0.00 rad,0 pixels
1.18 s,-0.05 m,-4.86 m,0.48 m,0.11 m/s,0.01 m/s,-0.00 m/s,0.01 rad,0.00 rad,-0.00 rad,0 pixels
1.3 s,-0.04 m,-4.86 m,0.48 m,0.12 m/s,0.01 m/s,-0.00 m/s,0.01 rad,0.00 rad,-0.00 rad,0 pixels
1.42 s,-0.03 m,-4.86 m,0.48 m,0.12 m/s,0.01 m/s,-0.00 m/s,0.01 rad,0.00 rad,-0.00 rad,0 pixels
1.55 s,-0.02 m,-4.86 m,0.48 m,0.13 m/s,0.01 m/s,-0.00 m/s,0.01 rad,0.00 rad,-0.00 rad,0 pixels
1.66 s,-0.00 m,-4.86 m,0.48 m,0.13 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
1.8 s,0.01 m,-4.86 m,0.48 m,0.13 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
1.92 s,0.02 m,-4.86 m,0.48 m,0.13 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
2.06 s,0.04 m,-4.86 m,0.48 m,0.13 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
2.19 s,0.05 m,-4.85 m,0.48 m,0.13 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
2.32 s,0.06 m,-4.85 m,0.48 m,0.13 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
2.45 s,0.08 m,-4.85 m,0.48 m,0.13 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
2.58 s,0.09 m,-4.85 m,0.48 m,0.13 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
2.71 s,0.10 m,-4.85 m,0.48 m,0.13 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
2.85 s,0.12 m,-4.85 m,0.48 m,0.13 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
2.97 s,0.13 m,-4.85 m,0.48 m,0.13 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.11 s,0.14 m,-4.85 m,0.48 m,0.12 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.23 s,0.15 m,-4.85 m,0.48 m,0.12 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.36 s,0.17 m,-4.85 m,0.48 m,0.12 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.48 s,0.18 m,-4.85 m,0.48 m,0.12 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.61 s,0.19 m,-4.85 m,0.48 m,0.12 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.74 s,0.20 m,-4.85 m,0.48 m,0.11 m/s,-0.01 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.9 s,0.21 m,-4.86 m,0.48 m,0.11 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.01 s,0.22 m,-4.86 m,0.48 m,0.11 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.15 s,0.23 m,-4.86 m,0.48 m,0.11 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.27 s,0.24 m,-4.86 m,0.48 m,0.11 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.41 s,0.25 m,-4.86 m,0.48 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.54 s,0.27 m,-4.86 m,0.48 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.67 s,0.27 m,-4.86 m,0.48 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.8 s,0.29 m,-4.86 m,0.48 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.93 s,0.29 m,-4.86 m,0.48 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.05 s,0.30 m,-4.86 m,0.48 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.19 s,0.31 m,-4.87 m,0.48 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.31 s,0.32 m,-4.87 m,0.48 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.32 s,0.32 m,-4.87 m,0.48 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.46 s,0.33 m,-4.87 m,0.48 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.59 s,0.34 m,-4.87 m,0.48 m,0.09 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.73 s,0.35 m,-4.87 m,0.48 m,0.09 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.84 s,0.36 m,-4.87 m,0.48 m,0.09 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.98 s,0.37 m,-4.87 m,0.48 m,0.09 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.11 s,0.38 m,-4.87 m,0.48 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.23 s,0.39 m,-4.87 m,0.48 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.36 s,0.40 m,-4.87 m,0.48 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.49 s,0.41 m,-4.87 m,0.48 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.62 s,0.42 m,-4.87 m,0.48 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.75 s,0.43 m,-4.87 m,0.48 m,0.09 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.87 s,0.44 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.0 s,0.45 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.13 s,0.46 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.26 s,0.47 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.4 s,0.48 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.51 s,0.49 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.64 s,0.50 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.77 s,0.51 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.9 s,0.51 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.03 s,0.52 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.15 s,0.53 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.29 s,0.54 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.41 s,0.55 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.54 s,0.56 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.66 s,0.57 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.8 s,0.58 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.92 s,0.59 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.06 s,0.60 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.18 s,0.61 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.32 s,0.63 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.46 s,0.64 m,-4.87 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.6 s,0.65 m,-4.86 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.72 s,0.65 m,-4.86 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.86 s,0.66 m,-4.86 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.86 s,0.66 m,-4.86 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
10.08 s,0.68 m,-4.86 m,0.48 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
10.21 s,0.69 m,-4.86 m,0.48 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
10.33 s,0.70 m,-4.86 m,0.48 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,0 pixels
10.44 s,0.71 m,-4.86 m,0.48 m,0.10 m/s,0.03 m/s,-0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,0 pixels
10.56 s,0.72 m,-4.86 m,0.48 m,0.10 m/s,0.03 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
10.68 s,0.72 m,-4.85 m,0.48 m,0.10 m/s,0.03 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
10.8 s,0.73 m,-4.85 m,0.48 m,0.10 m/s,0.03 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
10.93 s,0.74 m,-4.85 m,0.48 m,0.10 m/s,0.03 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
11.08 s,0.75 m,-4.85 m,0.48 m,0.10 m/s,0.04 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
11.2 s,0.76 m,-4.84 m,0.48 m,0.10 m/s,0.04 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
11.34 s,0.77 m,-4.84 m,0.48 m,0.10 m/s,0.04 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
11.46 s,0.78 m,-4.83 m,0.48 m,0.10 m/s,0.04 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
11.58 s,0.79 m,-4.83 m,0.48 m,0.10 m/s,0.04 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
11.71 s,0.80 m,-4.82 m,0.48 m,0.10 m/s,0.04 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
11.84 s,0.81 m,-4.82 m,0.48 m,0.10 m/s,0.04 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
11.96 s,0.82 m,-4.82 m,0.48 m,0.10 m/s,0.04 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
12.08 s,0.83 m,-4.81 m,0.48 m,0.10 m/s,0.03 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
12.22 s,0.84 m,-4.81 m,0.48 m,0.10 m/s,0.03 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
12.35 s,0.85 m,-4.81 m,0.48 m,0.10 m/s,0.02 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
12.49 s,0.86 m,-4.80 m,0.48 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
12.62 s,0.87 m,-4.80 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
12.78 s,0.88 m,-4.80 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
12.92 s,0.89 m,-4.80 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
13.08 s,0.90 m,-4.81 m,0.48 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
13.22 s,0.91 m,-4.81 m,0.48 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
13.37 s,0.92 m,-4.81 m,0.48 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
13.49 s,0.93 m,-4.81 m,0.48 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
13.63 s,0.94 m,-4.81 m,0.48 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
13.74 s,0.95 m,-4.81 m,0.48 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
13.88 s,0.96 m,-4.81 m,0.48 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.0 s,0.97 m,-4.82 m,0.48 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.12 s,0.98 m,-4.82 m,0.48 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.25 s,0.99 m,-4.82 m,0.48 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.36 s,1.00 m,-4.82 m,0.48 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.49 s,1.01 m,-4.83 m,0.48 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.62 s,1.02 m,-4.83 m,0.48 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.8 s,1.03 m,-4.83 m,0.48 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.88 s,1.04 m,-4.83 m,0.48 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
15.0 s,1.05 m,-4.83 m,0.48 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
15.13 s,1.06 m,-4.83 m,0.48 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.26 s,1.07 m,-4.83 m,0.48 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.4 s,1.08 m,-4.84 m,0.48 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.53 s,1.09 m,-4.84 m,0.48 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.65 s,1.10 m,-4.84 m,0.48 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.78 s,1.11 m,-4.84 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.9 s,1.12 m,-4.84 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
16.02 s,1.13 m,-4.84 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
16.16 s,1.14 m,-4.84 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.27 s,1.15 m,-4.84 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.4 s,1.16 m,-4.84 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.52 s,1.17 m,-4.84 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.64 s,1.18 m,-4.84 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.77 s,1.19 m,-4.84 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.9 s,1.20 m,-4.84 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.02 s,1.21 m,-4.84 m,0.48 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.16 s,1.22 m,-4.84 m,0.48 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.27 s,1.23 m,-4.84 m,0.48 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.39 s,1.24 m,-4.83 m,0.48 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.52 s,1.25 m,-4.83 m,0.48 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.65 s,1.26 m,-4.83 m,0.48 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.76 s,1.26 m,-4.83 m,0.48 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
