Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels)
38.18 s,2.72 m,-4.29 m,0.48 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.3 s,2.73 m,-4.28 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.42 s,2.74 m,-4.27 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.56 s,2.75 m,-4.27 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.68 s,2.75 m,-4.26 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.8 s,2.76 m,-4.25 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.91 s,2.77 m,-4.25 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.03 s,2.78 m,-4.24 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.15 s,2.79 m,-4.23 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.27 s,2.79 m,-4.22 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.38 s,2.80 m,-4.22 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.5 s,2.81 m,-4.21 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.62 s,2.82 m,-4.20 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.73 s,2.83 m,-4.20 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.85 s,2.84 m,-4.19 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.97 s,2.84 m,-4.18 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
40.09 s,2.85 m,-4.17 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
40.2 s,2.86 m,-4.17 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
40.32 s,2.87 m,-4.16 m,0.48 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
40.43 s,2.88 m,-4.15 m,0.48 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
40.55 s,2.88 m,-4.15 m,0.48 m,0.07 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
40.66 s,2.89 m,-4.14 m,0.48 m,0.07 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
40.78 s,2.90 m,-4.13 m,0.48 m,0.07 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
40.89 s,2.91 m,-4.13 m,0.48 m,0.07 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
41.01 s,2.91 m,-4.12 m,0.48 m,0.07 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
41.13 s,2.92 m,-4.11 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
41.24 s,2.93 m,-4.11 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
41.36 s,2.94 m,-4.10 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
41.48 s,2.94 m,-4.09 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
41.6 s,2.95 m,-4.09 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
41.72 s,2.96 m,-4.08 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
41.83 s,2.97 m,-4.07 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
41.95 s,2.98 m,-4.06 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
42.07 s,2.98 m,-4.06 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
42.19 s,2.99 m,-4.05 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
42.31 s,3.00 m,-4.04 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
42.43 s,3.01 m,-4.04 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
42.54 s,3.01 m,-4.03 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
42.66 s,3.02 m,-4.02 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
42.79 s,3.03 m,-4.01 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
42.91 s,3.04 m,-4.01 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
43.03 s,3.05 m,-4.00 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
43.16 s,3.05 m,-3.99 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
43.28 s,3.06 m,-3.98 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
43.4 s,3.07 m,-3.98 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
43.51 s,3.08 m,-3.97 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
43.63 s,3.09 m,-3.96 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
43.75 s,3.09 m,-3.95 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
43.87 s,3.10 m,-3.95 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
43.98 s,3.11 m,-3.94 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
44.1 s,3.11 m,-3.93 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
44.22 s,3.12 m,-3.92 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
44.34 s,3.13 m,-3.92 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
44.45 s,3.14 m,-3.91 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
44.58 s,3.14 m,-3.90 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
44.71 s,3.15 m,-3.89 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
44.83 s,3.16 m,-3.89 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
44.94 s,3.17 m,-3.88 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
45.07 s,3.18 m,-3.87 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
45.18 s,3.18 m,-3.86 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
45.31 s,3.19 m,-3.86 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
45.43 s,3.20 m,-3.85 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
45.54 s,3.21 m,-3.84 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
45.66 s,3.22 m,-3.83 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
45.77 s,3.22 m,-3.82 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
45.89 s,3.23 m,-3.82 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
46.01 s,3.24 m,-3.81 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
46.13 s,3.25 m,-3.80 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
46.26 s,3.25 m,-3.79 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
46.37 s,3.26 m,-3.79 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
46.49 s,3.27 m,-3.78 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
46.61 s,3.28 m,-3.77 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
46.72 s,3.28 m,-3.76 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
46.84 s,3.29 m,-3.76 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
46.95 s,3.30 m,-3.75 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
47.07 s,3.31 m,-3.74 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
47.19 s,3.32 m,-3.73 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
47.31 s,3.32 m,-3.73 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
47.42 s,3.33 m,-3.72 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
47.54 s,3.34 m,-3.71 m,0.48 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
47.66 s,3.35 m,-3.70 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
47.78 s,3.35 m,-3.70 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
47.9 s,3.36 m,-3.69 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
48.02 s,3.37 m,-3.68 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
48.14 s,3.38 m,-3.67 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
48.25 s,3.38 m,-3.67 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
48.37 s,3.39 m,-3.66 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
48.49 s,3.40 m,-3.65 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
48.6 s,3.41 m,-3.65 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
48.72 s,3.41 m,-3.64 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
48.84 s,3.42 m,-3.63 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
48.95 s,3.43 m,-3.62 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
49.07 s,3.44 m,-3.62 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
49.18 s,3.44 m,-3.61 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
49.3 s,3.45 m,-3.60 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
49.42 s,3.46 m,-3.59 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
49.53 s,3.47 m,-3.59 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
49.65 s,3.47 m,-3.58 m,0.48 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
