Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels)
1.26 s,-0.09 m,-4.94 m,0.44 m,0.14 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
1.37 s,-0.07 m,-4.94 m,0.44 m,0.14 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
1.47 s,-0.06 m,-4.94 m,0.44 m,0.14 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
1.58 s,-0.05 m,-4.94 m,0.44 m,0.14 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
1.7 s,-0.03 m,-4.94 m,0.44 m,0.14 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
1.8 s,-0.02 m,-4.94 m,0.44 m,0.14 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
1.9 s,-0.00 m,-4.94 m,0.44 m,0.14 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
2.01 s,0.01 m,-4.94 m,0.44 m,0.13 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
2.12 s,0.02 m,-4.94 m,0.44 m,0.13 m/s,-0.00 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,0 pixels
2.23 s,0.04 m,-4.94 m,0.44 m,0.13 m/s,-0.00 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,0 pixels
2.34 s,0.05 m,-4.94 m,0.44 m,0.12 m/s,-0.00 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,0 pixels
2.45 s,0.06 m,-4.94 m,0.44 m,0.12 m/s,-0.00 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,0 pixels
2.56 s,0.07 m,-4.94 m,0.44 m,0.12 m/s,-0.01 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,0 pixels
2.68 s,0.08 m,-4.94 m,0.44 m,0.12 m/s,-0.01 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,0 pixels
2.78 s,0.10 m,-4.94 m,0.44 m,0.11 m/s,-0.01 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,0 pixels
2.89 s,0.11 m,-4.94 m,0.44 m,0.11 m/s,-0.01 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.0 s,0.12 m,-4.94 m,0.44 m,0.11 m/s,-0.01 m/s,-0.00 m/s,-0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.1 s,0.13 m,-4.94 m,0.44 m,0.11 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.21 s,0.14 m,-4.94 m,0.44 m,0.11 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.32 s,0.15 m,-4.94 m,0.44 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.42 s,0.16 m,-4.94 m,0.44 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.42 s,0.16 m,-4.94 m,0.44 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.53 s,0.17 m,-4.95 m,0.44 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.63 s,0.18 m,-4.95 m,0.44 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.74 s,0.19 m,-4.95 m,0.44 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.85 s,0.20 m,-4.95 m,0.44 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
3.97 s,0.21 m,-4.95 m,0.44 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.1 s,0.22 m,-4.95 m,0.44 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.18 s,0.23 m,-4.95 m,0.44 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.28 s,0.24 m,-4.95 m,0.44 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.39 s,0.25 m,-4.95 m,0.44 m,0.09 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.52 s,0.26 m,-4.95 m,0.44 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.63 s,0.27 m,-4.95 m,0.44 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.73 s,0.28 m,-4.95 m,0.44 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.84 s,0.29 m,-4.95 m,0.44 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.96 s,0.30 m,-4.95 m,0.44 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.07 s,0.30 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.16 s,0.31 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.27 s,0.32 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.39 s,0.33 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.49 s,0.34 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.6 s,0.35 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.7 s,0.36 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.82 s,0.37 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
5.92 s,0.38 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.02 s,0.39 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.12 s,0.40 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.22 s,0.41 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.33 s,0.42 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.44 s,0.43 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.55 s,0.44 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.65 s,0.45 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.76 s,0.46 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.86 s,0.47 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
6.97 s,0.48 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.08 s,0.49 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.19 s,0.50 m,-4.95 m,0.44 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.3 s,0.51 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.4 s,0.52 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.52 s,0.53 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.62 s,0.54 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.75 s,0.55 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.86 s,0.56 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
7.98 s,0.57 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.1 s,0.58 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.21 s,0.59 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.32 s,0.60 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.44 s,0.61 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.55 s,0.62 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.67 s,0.63 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.78 s,0.64 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.88 s,0.65 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
8.99 s,0.66 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.1 s,0.67 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.21 s,0.68 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.31 s,0.69 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.43 s,0.70 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.55 s,0.71 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.66 s,0.72 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
9.87 s,0.74 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
10.0 s,0.75 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
10.12 s,0.76 m,-4.95 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
10.24 s,0.77 m,-4.95 m,0.45 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,0 pixels
10.35 s,0.78 m,-4.95 m,0.45 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,-0.02 rad,-0.00 rad,0 pixels
10.47 s,0.79 m,-4.95 m,0.45 m,0.10 m/s,0.04 m/s,0.00 m/s,0.00 rad,-0.02 rad,-0.00 rad,0 pixels
10.59 s,0.80 m,-4.94 m,0.45 m,0.10 m/s,0.06 m/s,0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,0 pixels
10.71 s,0.81 m,-4.93 m,0.45 m,0.10 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
10.82 s,0.82 m,-4.92 m,0.45 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
10.94 s,0.83 m,-4.92 m,0.45 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,0 pixels
11.05 s,0.84 m,-4.92 m,0.45 m,0.10 m/s,0.07 m/s,0.00 m/s,0.00 rad,-0.02 rad,-0.00 rad,0 pixels
11.17 s,0.85 m,-4.91 m,0.45 m,0.10 m/s,0.08 m/s,0.00 m/s,0.00 rad,-0.02 rad,-0.00 rad,0 pixels
11.29 s,0.86 m,-4.90 m,0.45 m,0.10 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,0 pixels
11.41 s,0.87 m,-4.89 m,0.45 m,0.10 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
11.52 s,0.88 m,-4.87 m,0.45 m,0.09 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
11.64 s,0.89 m,-4.87 m,0.45 m,0.10 m/s,0.08 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
11.76 s,0.90 m,-4.86 m,0.45 m,0.10 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,0 pixels
11.88 s,0.91 m,-4.85 m,0.45 m,0.10 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,0 pixels
12.0 s,0.92 m,-4.84 m,0.45 m,0.10 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
12.12 s,0.93 m,-4.83 m,0.45 m,0.10 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
12.24 s,0.94 m,-4.82 m,0.45 m,0.10 m/s,0.08 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
12.35 s,0.95 m,-4.81 m,0.45 m,0.10 m/s,0.08 m/s,0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,0 pixels
12.47 s,0.96 m,-4.80 m,0.45 m,0.10 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
12.59 s,0.97 m,-4.79 m,0.45 m,0.10 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
12.7 s,0.98 m,-4.78 m,0.45 m,0.10 m/s,0.08 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
12.82 s,0.99 m,-4.77 m,0.45 m,0.10 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.02 rad,-0.00 rad,0 pixels
12.83 s,1.00 m,-4.77 m,0.45 m,0.10 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.02 rad,-0.00 rad,0 pixels
12.85 s,1.00 m,-4.77 m,0.45 m,0.10 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.02 rad,-0.00 rad,0 pixels
12.88 s,1.00 m,-4.77 m,0.45 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.02 rad,-0.00 rad,0 pixels
13.01 s,1.01 m,-4.76 m,0.45 m,0.10 m/s,0.04 m/s,0.00 m/s,0.00 rad,0.02 rad,-0.00 rad,0 pixels
13.11 s,1.02 m,-4.76 m,0.45 m,0.10 m/s,0.03 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
13.23 s,1.03 m,-4.76 m,0.45 m,0.10 m/s,0.01 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
13.33 s,1.04 m,-4.76 m,0.45 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
13.43 s,1.05 m,-4.76 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
13.56 s,1.06 m,-4.76 m,0.45 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
13.65 s,1.07 m,-4.76 m,0.45 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
13.77 s,1.08 m,-4.76 m,0.45 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
13.87 s,1.09 m,-4.77 m,0.45 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,0 pixels
13.99 s,1.10 m,-4.77 m,0.45 m,0.10 m/s,-0.03 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.1 s,1.11 m,-4.77 m,0.45 m,0.10 m/s,-0.03 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.2 s,1.12 m,-4.77 m,0.45 m,0.10 m/s,-0.03 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.31 s,1.13 m,-4.78 m,0.45 m,0.10 m/s,-0.03 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.42 s,1.14 m,-4.78 m,0.45 m,0.10 m/s,-0.03 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.53 s,1.15 m,-4.78 m,0.45 m,0.10 m/s,-0.03 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.64 s,1.16 m,-4.79 m,0.45 m,0.10 m/s,-0.03 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.76 s,1.18 m,-4.79 m,0.45 m,0.10 m/s,-0.03 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.87 s,1.19 m,-4.79 m,0.45 m,0.10 m/s,-0.03 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
14.98 s,1.20 m,-4.80 m,0.45 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.09 s,1.21 m,-4.80 m,0.45 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.2 s,1.22 m,-4.80 m,0.45 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.32 s,1.23 m,-4.80 m,0.45 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.43 s,1.24 m,-4.80 m,0.45 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.54 s,1.24 m,-4.81 m,0.45 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.65 s,1.25 m,-4.81 m,0.45 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.76 s,1.26 m,-4.81 m,0.45 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.87 s,1.27 m,-4.81 m,0.45 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
15.97 s,1.28 m,-4.81 m,0.45 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,0 pixels
16.08 s,1.29 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.09 s,1.29 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.19 s,1.30 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.29 s,1.31 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.4 s,1.32 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.51 s,1.33 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.63 s,1.34 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.73 s,1.35 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.84 s,1.36 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
16.95 s,1.37 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.05 s,1.38 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.18 s,1.39 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.29 s,1.40 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.4 s,1.41 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.51 s,1.42 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.62 s,1.43 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.73 s,1.44 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.83 s,1.45 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
17.94 s,1.46 m,-4.81 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
18.04 s,1.47 m,-4.81 m,0.45 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
18.15 s,1.48 m,-4.81 m,0.45 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
18.26 s,1.49 m,-4.81 m,0.45 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
18.37 s,1.50 m,-4.81 m,0.45 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
18.48 s,1.51 m,-4.82 m,0.45 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
18.6 s,1.52 m,-4.82 m,0.45 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
18.71 s,1.53 m,-4.82 m,0.45 m,0.10 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
18.81 s,1.54 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
18.92 s,1.55 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
