Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels)
19.03 s,1.56 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
19.14 s,1.57 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
19.25 s,1.58 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
19.36 s,1.59 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
19.48 s,1.60 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
19.59 s,1.61 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
19.71 s,1.62 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
19.81 s,1.63 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
19.93 s,1.64 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
20.03 s,1.65 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
20.13 s,1.66 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
20.25 s,1.67 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
20.35 s,1.68 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
20.46 s,1.68 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
20.58 s,1.69 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
20.69 s,1.70 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
20.81 s,1.71 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
20.91 s,1.72 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
21.01 s,1.73 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
21.13 s,1.74 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
21.23 s,1.75 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
21.34 s,1.76 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
21.45 s,1.77 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
21.56 s,1.78 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
21.67 s,1.79 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
21.78 s,1.80 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
21.89 s,1.81 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
22.0 s,1.82 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
22.13 s,1.83 m,-4.82 m,0.45 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
22.22 s,1.84 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
22.33 s,1.85 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
22.45 s,1.86 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
22.55 s,1.87 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
22.65 s,1.88 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
22.77 s,1.89 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
22.88 s,1.90 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
22.99 s,1.91 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
23.1 s,1.92 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
23.21 s,1.93 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
23.32 s,1.94 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
23.42 s,1.95 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
23.54 s,1.96 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
23.64 s,1.97 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
23.74 s,1.98 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
23.85 s,1.99 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
23.97 s,2.00 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
24.07 s,2.01 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
24.18 s,2.02 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
24.29 s,2.03 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
24.42 s,2.04 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
24.52 s,2.05 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
24.64 s,2.06 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
24.75 s,2.07 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
24.86 s,2.08 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
24.98 s,2.09 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
25.08 s,2.10 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
25.19 s,2.11 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
25.29 s,2.12 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
25.4 s,2.13 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
25.51 s,2.14 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
25.61 s,2.15 m,-4.82 m,0.45 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,0 pixels
26.83 s,2.26 m,-4.81 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.01 rad,-0.01 rad,0.80 rad,0 pixels
26.95 s,2.27 m,-4.81 m,0.45 m,0.07 m/s,0.07 m/s,-0.00 m/s,0.01 rad,-0.01 rad,0.81 rad,0 pixels
27.06 s,2.27 m,-4.80 m,0.45 m,0.07 m/s,0.08 m/s,-0.00 m/s,0.01 rad,-0.01 rad,0.81 rad,0 pixels
27.18 s,2.28 m,-4.79 m,0.45 m,0.06 m/s,0.09 m/s,-0.00 m/s,0.01 rad,-0.01 rad,0.80 rad,0 pixels
27.3 s,2.29 m,-4.78 m,0.45 m,0.05 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.01 rad,0.80 rad,0 pixels
27.41 s,2.29 m,-4.76 m,0.45 m,0.04 m/s,0.12 m/s,-0.00 m/s,0.00 rad,-0.01 rad,0.79 rad,0 pixels
27.53 s,2.30 m,-4.75 m,0.45 m,0.04 m/s,0.12 m/s,-0.00 m/s,0.00 rad,-0.01 rad,0.79 rad,0 pixels
27.65 s,2.30 m,-4.74 m,0.45 m,0.03 m/s,0.13 m/s,-0.00 m/s,0.00 rad,-0.00 rad,0.79 rad,0 pixels
27.77 s,2.30 m,-4.72 m,0.45 m,0.04 m/s,0.12 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
27.9 s,2.31 m,-4.71 m,0.45 m,0.04 m/s,0.12 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
28.02 s,2.31 m,-4.70 m,0.45 m,0.04 m/s,0.12 m/s,-0.00 m/s,0.00 rad,-0.00 rad,0.78 rad,0 pixels
28.14 s,2.32 m,-4.68 m,0.45 m,0.04 m/s,0.12 m/s,-0.00 m/s,0.00 rad,-0.00 rad,0.78 rad,0 pixels
28.26 s,2.32 m,-4.67 m,0.45 m,0.04 m/s,0.12 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
28.38 s,2.32 m,-4.66 m,0.45 m,0.04 m/s,0.11 m/s,0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
28.5 s,2.33 m,-4.64 m,0.45 m,0.05 m/s,0.11 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
28.61 s,2.34 m,-4.63 m,0.45 m,0.05 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
28.73 s,2.34 m,-4.62 m,0.45 m,0.05 m/s,0.10 m/s,-0.00 m/s,0.00 rad,-0.00 rad,0.78 rad,0 pixels
28.85 s,2.35 m,-4.61 m,0.45 m,0.05 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
28.97 s,2.35 m,-4.60 m,0.45 m,0.06 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
28.99 s,2.35 m,-4.60 m,0.45 m,0.06 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.01 s,2.35 m,-4.60 m,0.45 m,0.06 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.03 s,2.35 m,-4.60 m,0.45 m,0.06 m/s,0.10 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.05 s,2.36 m,-4.59 m,0.45 m,0.06 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.08 s,2.36 m,-4.59 m,0.45 m,0.06 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.1 s,2.36 m,-4.59 m,0.45 m,0.06 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.12 s,2.36 m,-4.59 m,0.45 m,0.06 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.15 s,2.36 m,-4.59 m,0.45 m,0.07 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.18 s,2.36 m,-4.58 m,0.45 m,0.07 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.2 s,2.36 m,-4.58 m,0.45 m,0.07 m/s,0.09 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.22 s,2.37 m,-4.58 m,0.45 m,0.07 m/s,0.08 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.24 s,2.37 m,-4.58 m,0.45 m,0.07 m/s,0.08 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.26 s,2.37 m,-4.58 m,0.45 m,0.07 m/s,0.08 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.38 s,2.38 m,-4.57 m,0.45 m,0.08 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.5 s,2.39 m,-4.56 m,0.45 m,0.09 m/s,0.07 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.61 s,2.40 m,-4.55 m,0.45 m,0.09 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.73 s,2.41 m,-4.55 m,0.45 m,0.09 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.85 s,2.41 m,-4.54 m,0.45 m,0.10 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.01 rad,0.78 rad,0 pixels
29.97 s,2.42 m,-4.54 m,0.45 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
30.08 s,2.43 m,-4.53 m,0.45 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
30.2 s,2.45 m,-4.53 m,0.45 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
30.32 s,2.46 m,-4.52 m,0.45 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
30.43 s,2.47 m,-4.52 m,0.45 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
30.55 s,2.48 m,-4.51 m,0.45 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
30.67 s,2.49 m,-4.51 m,0.45 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
30.78 s,2.50 m,-4.50 m,0.45 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
30.9 s,2.51 m,-4.49 m,0.45 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
31.01 s,2.52 m,-4.49 m,0.45 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
31.13 s,2.53 m,-4.48 m,0.45 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
31.25 s,2.54 m,-4.48 m,0.45 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
31.36 s,2.56 m,-4.47 m,0.45 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
31.48 s,2.57 m,-4.47 m,0.45 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
31.61 s,2.58 m,-4.46 m,0.45 m,0.09 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
31.72 s,2.59 m,-4.46 m,0.45 m,0.09 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
31.84 s,2.60 m,-4.45 m,0.45 m,0.09 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
31.96 s,2.61 m,-4.44 m,0.45 m,0.09 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
32.08 s,2.62 m,-4.44 m,0.45 m,0.09 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
32.19 s,2.63 m,-4.43 m,0.45 m,0.09 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
32.31 s,2.64 m,-4.42 m,0.45 m,0.09 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
32.43 s,2.65 m,-4.42 m,0.45 m,0.09 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
32.55 s,2.65 m,-4.41 m,0.45 m,0.09 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
32.67 s,2.66 m,-4.40 m,0.45 m,0.09 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
32.78 s,2.67 m,-4.40 m,0.45 m,0.09 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
32.9 s,2.68 m,-4.39 m,0.45 m,0.09 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.01 s,2.69 m,-4.38 m,0.45 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.13 s,2.70 m,-4.38 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.25 s,2.71 m,-4.37 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.36 s,2.72 m,-4.36 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.48 s,2.73 m,-4.36 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.6 s,2.74 m,-4.35 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.72 s,2.75 m,-4.34 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.83 s,2.75 m,-4.34 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
33.95 s,2.76 m,-4.33 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
34.07 s,2.77 m,-4.32 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
34.19 s,2.78 m,-4.32 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
34.3 s,2.79 m,-4.31 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
34.42 s,2.80 m,-4.30 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
34.54 s,2.81 m,-4.30 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
34.65 s,2.82 m,-4.29 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
34.77 s,2.83 m,-4.28 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
34.89 s,2.84 m,-4.28 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
35.0 s,2.84 m,-4.27 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
35.12 s,2.85 m,-4.26 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
35.24 s,2.86 m,-4.26 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
35.36 s,2.87 m,-4.25 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
35.48 s,2.88 m,-4.24 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
35.59 s,2.89 m,-4.24 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
35.71 s,2.90 m,-4.23 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
35.83 s,2.91 m,-4.22 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
35.94 s,2.92 m,-4.22 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
36.06 s,2.92 m,-4.21 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
36.18 s,2.93 m,-4.20 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
36.29 s,2.94 m,-4.19 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
36.42 s,2.95 m,-4.19 m,0.45 m,0.08 m/s,0.06 m/s,-0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
36.53 s,2.96 m,-4.18 m,0.45 m,0.08 m/s,0.06 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
36.65 s,2.97 m,-4.17 m,0.45 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
36.76 s,2.97 m,-4.17 m,0.45 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
36.88 s,2.98 m,-4.16 m,0.45 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
37.0 s,2.99 m,-4.15 m,0.45 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
37.11 s,3.00 m,-4.15 m,0.45 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
37.23 s,3.01 m,-4.14 m,0.45 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
37.35 s,3.01 m,-4.13 m,0.45 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
37.46 s,3.02 m,-4.13 m,0.45 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
37.58 s,3.03 m,-4.12 m,0.45 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
37.7 s,3.04 m,-4.11 m,0.45 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
37.81 s,3.05 m,-4.10 m,0.45 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
37.93 s,3.06 m,-4.10 m,0.45 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.04 s,3.06 m,-4.09 m,0.45 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.16 s,3.07 m,-4.08 m,0.45 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.28 s,3.08 m,-4.08 m,0.45 m,0.08 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.4 s,3.09 m,-4.07 m,0.45 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.51 s,3.10 m,-4.06 m,0.45 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.63 s,3.10 m,-4.05 m,0.45 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.74 s,3.11 m,-4.05 m,0.45 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.86 s,3.12 m,-4.04 m,0.45 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
38.98 s,3.13 m,-4.03 m,0.45 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.1 s,3.14 m,-4.02 m,0.45 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.22 s,3.14 m,-4.02 m,0.45 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.33 s,3.15 m,-4.01 m,0.45 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
39.45 s,3.16 m,-4.00 m,0.45 m,0.07 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.00 rad,0.78 rad,0 pixels
