Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels),Rotation Start Time (s),rotation_end_time (s),Rotation Duration (s)
117.56 s,-1.38 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019399944681949863,0.0008386369762500035,-0.041313793,6 pixels,N/A,N/A,N/A
117.68 s,-1.37 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001881937621211045,0.0010537746710719378,-0.041275964,6 pixels,N/A,N/A,N/A
117.79 s,-1.36 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020302572620009064,0.0009734536818381083,-0.0412543,6 pixels,N/A,N/A,N/A
117.91 s,-1.35 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019782445935906797,0.0011006897689728131,-0.041248301,6 pixels,N/A,N/A,N/A
118.03 s,-1.34 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019327132969080675,0.0011508351082906185,-0.041276881,6 pixels,N/A,N/A,N/A
118.15 s,-1.33 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0017435336248392858,0.0012320779931017322,-0.041177346,6 pixels,N/A,N/A,N/A
118.27 s,-1.32 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0018536217453118346,0.0012595084700413148,-0.041138863,6 pixels,N/A,N/A,N/A
118.4 s,-1.30 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001949548317290695,0.0011512646083434097,-0.041113385,6 pixels,N/A,N/A,N/A
118.52 s,-1.29 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020092302070719215,0.001307800876848347,-0.041083055,6 pixels,N/A,N/A,N/A
118.64 s,-1.28 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00217831495924336,0.0011597865860609638,-0.041096845,6 pixels,N/A,N/A,N/A
118.76 s,-1.27 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0021686401904497023,0.0012408972994400753,-0.041051258,6 pixels,N/A,N/A,N/A
118.88 s,-1.26 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0023061930011264837,0.0011026448601148126,-0.041139481,6 pixels,N/A,N/A,N/A
119.0 s,-1.25 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002208409647418467,0.0012461725608895792,-0.041157504,6 pixels,N/A,N/A,N/A
119.13 s,-1.24 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002375651397776207,0.001113884712068857,-0.041169614,6 pixels,N/A,N/A,N/A
119.25 s,-1.23 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0023498252586580098,0.001219616538370391,-0.041273095,6 pixels,N/A,N/A,N/A
119.37 s,-1.22 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0024350826145742204,0.0012735542004614366,-0.041243878,6 pixels,N/A,N/A,N/A
119.51 s,-1.21 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0024260138740005567,0.0012787204648811296,-0.041331657,6 pixels,N/A,N/A,N/A
119.63 s,-1.19 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0022250289016612257,0.0014056175693128554,-0.041419304,6 pixels,N/A,N/A,N/A
119.75 s,-1.18 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0022328664390634514,0.0012346527716972505,-0.041461734,6 pixels,N/A,N/A,N/A
119.87 s,-1.17 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001995237506118143,0.001369259930372295,-0.041386069,6 pixels,N/A,N/A,N/A
120.0 s,-1.16 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020502136568747342,0.0012104911099914185,-0.041372804,7 pixels,N/A,N/A,N/A
120.12 s,-1.15 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019161950640630822,0.0012209263709923553,-0.041310009,7 pixels,N/A,N/A,N/A
120.24 s,-1.14 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0021258134041947764,0.0011088820796240895,-0.041347269,7 pixels,N/A,N/A,N/A
120.36 s,-1.13 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0021427866912757986,0.0011451655174172918,-0.04138699,7 pixels,N/A,N/A,N/A
120.48 s,-1.12 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002233102134173095,0.0012143473602268895,-0.041335832,7 pixels,N/A,N/A,N/A
120.6 s,-1.11 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0023286868928104887,0.0011471908644427747,-0.041337502,7 pixels,N/A,N/A,N/A
120.72 s,-1.10 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002282192898141413,0.0013420897817320876,-0.041323027,7 pixels,N/A,N/A,N/A
120.84 s,-1.08 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0023248372484837593,0.0011965143613526857,-0.0414031,7 pixels,N/A,N/A,N/A
120.96 s,-1.07 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0021442790554370124,0.0014321758312396658,-0.041334587,7 pixels,N/A,N/A,N/A
121.08 s,-1.06 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0021373057327344564,0.001281779975856204,-0.041352761,7 pixels,N/A,N/A,N/A
121.19 s,-1.05 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0018430062080028206,0.0013548459607513937,-0.041319568,7 pixels,N/A,N/A,N/A
121.31 s,-1.04 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001966045727690367,0.0012119523493897546,-0.041354861,7 pixels,N/A,N/A,N/A
121.44 s,-1.03 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0018385132331398036,0.0012535348958486083,-0.041325972,7 pixels,N/A,N/A,N/A
121.55 s,-1.02 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020060628996023512,0.0011913764970730544,-0.041322584,7 pixels,N/A,N/A,N/A
121.67 s,-1.01 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001849113313265381,0.0012590746694619093,-0.041364144,7 pixels,N/A,N/A,N/A
121.79 s,-1.00 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019168559694787634,0.001213405222098116,-0.041346258,7 pixels,N/A,N/A,N/A
121.91 s,-0.99 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0017678698017510668,0.0012749347597698919,-0.041394383,7 pixels,N/A,N/A,N/A
122.03 s,-0.98 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001838380397589661,0.001197543142340954,-0.04135108,7 pixels,N/A,N/A,N/A
122.14 s,-0.97 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0018750168940602776,0.0010292613116107976,-0.041448181,7 pixels,N/A,N/A,N/A
122.27 s,-0.95 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001831804756896116,0.0011482687151410508,-0.041339026,7 pixels,N/A,N/A,N/A
122.39 s,-0.94 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019995659862921803,0.0009806467331778747,-0.041377917,7 pixels,N/A,N/A,N/A
122.51 s,-0.93 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019738869395039735,0.0011647038381158528,-0.041349296,7 pixels,N/A,N/A,N/A
122.63 s,-0.92 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002143701232007449,0.001105265569633104,-0.041343896,7 pixels,N/A,N/A,N/A
122.74 s,-0.91 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020206542539775037,0.0011593902156234476,-0.041313077,7 pixels,N/A,N/A,N/A
122.86 s,-0.90 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0022144644141437212,0.0010643309446389433,-0.041315307,7 pixels,N/A,N/A,N/A
122.98 s,-0.89 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00212081322325074,0.0011712437737150785,-0.041321226,7 pixels,N/A,N/A,N/A
123.09 s,-0.88 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0022562410540395107,0.0011778254306210366,-0.041262795,7 pixels,N/A,N/A,N/A
123.21 s,-0.87 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002128693046777977,0.0013212860877612914,-0.041375944,7 pixels,N/A,N/A,N/A
123.33 s,-0.86 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002075197786255888,0.001249047303133278,-0.041310313,7 pixels,N/A,N/A,N/A
123.45 s,-0.85 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019698884031098987,0.0013306117624819198,-0.041460303,7 pixels,N/A,N/A,N/A
123.57 s,-0.84 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001988100985157888,0.0013856832247983236,-0.041289171,7 pixels,N/A,N/A,N/A
123.69 s,-0.83 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019611463674764607,0.0014178686005585574,-0.04146275,7 pixels,N/A,N/A,N/A
123.8 s,-0.82 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019439813489181479,0.0014448723521598313,-0.041385007,7 pixels,N/A,N/A,N/A
123.92 s,-0.81 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019495986848343185,0.0013504236121512539,-0.041469036,7 pixels,N/A,N/A,N/A
124.04 s,-0.80 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019042300943283093,0.0014146415312047101,-0.04128502,7 pixels,N/A,N/A,N/A
124.16 s,-0.79 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019193346813665547,0.0013124220299387905,-0.041446537,8 pixels,N/A,N/A,N/A
124.28 s,-0.78 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00184482023614328,0.0014065768026348324,-0.041415087,8 pixels,N/A,N/A,N/A
124.4 s,-0.77 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019281273874105424,0.001211300132321099,-0.041451546,8 pixels,N/A,N/A,N/A
124.52 s,-0.76 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0018613868736611062,0.001252811707669222,-0.041445608,8 pixels,N/A,N/A,N/A
124.63 s,-0.75 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00207017849975297,0.0010420155924408215,-0.041415941,8 pixels,N/A,N/A,N/A
124.75 s,-0.74 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020601986786559934,0.001188694384537435,-0.041469203,8 pixels,N/A,N/A,N/A
124.87 s,-0.73 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00217921282795997,0.0011089035023226805,-0.041500002,8 pixels,N/A,N/A,N/A
124.99 s,-0.72 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020062195349713177,0.0012405323362406357,-0.041531129,8 pixels,N/A,N/A,N/A
125.1 s,-0.71 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020690455226854334,0.0011757587530889164,-0.041580112,8 pixels,N/A,N/A,N/A
125.22 s,-0.69 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0018624209942816913,0.0012854437394730928,-0.041582506,8 pixels,N/A,N/A,N/A
125.34 s,-0.68 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020481942059026705,0.0011830239784412899,-0.041594378,8 pixels,N/A,N/A,N/A
125.47 s,-0.67 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001981560293259628,0.0013031658755483465,-0.041571628,8 pixels,N/A,N/A,N/A
125.58 s,-0.66 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0021067886779361352,0.0012313232746521915,-0.041549913,8 pixels,N/A,N/A,N/A
125.7 s,-0.65 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002015848847108273,0.0013042443955758904,-0.041523142,8 pixels,N/A,N/A,N/A
125.82 s,-0.64 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002068443970424926,0.0013806561805657968,-0.041472231,8 pixels,N/A,N/A,N/A
125.94 s,-0.63 m,1.83 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002193004534254006,0.00130499412747883,-0.041542788,8 pixels,N/A,N/A,N/A
126.06 s,-0.62 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002163164409091951,0.0013839669039980816,-0.041534979,8 pixels,N/A,N/A,N/A
126.18 s,-0.61 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0022073956543804825,0.0012196890615928137,-0.04155534,8 pixels,N/A,N/A,N/A
126.3 s,-0.60 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019174652586571223,0.001307928346723904,-0.041548822,8 pixels,N/A,N/A,N/A
126.42 s,-0.59 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001993483167052507,0.0011887602123193993,-0.041535591,8 pixels,N/A,N/A,N/A
126.54 s,-0.58 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017816975510323804,0.0012711567303097032,-0.041486786,8 pixels,N/A,N/A,N/A
126.67 s,-0.57 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019136994723096808,0.0012356068855893044,-0.041556748,7 pixels,N/A,N/A,N/A
126.78 s,-0.56 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019083344747116762,0.001462636438506172,-0.041586802,6 pixels,N/A,N/A,N/A
126.9 s,-0.55 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002190894557022897,0.001320788760171591,-0.041532092,4 pixels,N/A,N/A,N/A
127.02 s,-0.53 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002095378503186645,0.0014082329819333705,-0.041572613,3 pixels,N/A,N/A,N/A
127.14 s,-0.52 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0022010023963207072,0.0012795713944555131,-0.041595382,2 pixels,N/A,N/A,N/A
127.25 s,-0.51 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002065746332859763,0.0012935546194843622,-0.041644475,2 pixels,N/A,N/A,N/A
127.37 s,-0.50 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001976307054099396,0.0013559744828211177,-0.041505498,2 pixels,N/A,N/A,N/A
127.5 s,-0.49 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002036108050493374,0.0012982438600703027,-0.041659829,2 pixels,N/A,N/A,N/A
127.61 s,-0.48 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019909473215074776,0.0013978690270752404,-0.041630178,2 pixels,N/A,N/A,N/A
127.73 s,-0.47 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020757768034453217,0.0012685049817171296,-0.041591872,2 pixels,N/A,N/A,N/A
127.85 s,-0.46 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001916996426058302,0.001405696527836198,-0.0416459,2 pixels,N/A,N/A,N/A
127.87 s,-0.46 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001922159399108844,0.0014044151012430174,-0.041650373,2 pixels,N/A,N/A,N/A
127.89 s,-0.46 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019336477511716983,0.0014053024917698043,-0.04166431,2 pixels,N/A,N/A,N/A
127.92 s,-0.45 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00197688002745396,0.0013242752023598038,-0.04167522,2 pixels,N/A,N/A,N/A
127.94 s,-0.45 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020063252322297196,0.0012817273114340427,-0.041629644,2 pixels,N/A,N/A,N/A
127.96 s,-0.45 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020275605249075617,0.0012951934928810299,-0.04160699,2 pixels,N/A,N/A,N/A
127.99 s,-0.45 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020427958468749647,0.0013005027563362025,-0.04163349,1 pixels,N/A,N/A,N/A
128.02 s,-0.45 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002044679644033193,0.0012874291803632813,-0.041642968,1 pixels,N/A,N/A,N/A
128.04 s,-0.45 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020409162089328665,0.0012845631466831956,-0.041635988,1 pixels,N/A,N/A,N/A
128.06 s,-0.44 m,1.83 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002020599463282682,0.001340347572982549,-0.041600307,1 pixels,N/A,N/A,N/A
128.09 s,-0.44 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019940791686321587,0.0014022242367887447,-0.041593456,1 pixels,N/A,N/A,N/A
128.13 s,-0.44 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018988654269578185,0.0013985674462078383,-0.041618944,1 pixels,N/A,N/A,N/A
128.24 s,-0.43 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002060838069491378,0.0012668750483657146,-0.041633233,1 pixels,N/A,N/A,N/A
128.36 s,-0.42 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019348915211771843,0.0013957246166623723,-0.041631419,1 pixels,N/A,N/A,N/A
128.46 s,-0.41 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021379927911978885,0.001227665664925153,-0.041614365,1 pixels,N/A,N/A,N/A
128.57 s,-0.40 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002064623522900863,0.001333396360631155,-0.041616041,1 pixels,N/A,N/A,N/A
128.68 s,-0.39 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0022577946698017323,0.001165943559737592,-0.041647479,0 pixels,N/A,N/A,N/A
128.79 s,-0.38 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020807612152541617,0.0012670232923724333,-0.041624165,0 pixels,N/A,N/A,N/A
128.9 s,-0.37 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021948386651041156,0.001107422101175374,-0.041620618,0 pixels,N/A,N/A,N/A
129.02 s,-0.36 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002013861278564264,0.001272365727987881,-0.041656975,0 pixels,N/A,N/A,N/A
129.13 s,-0.35 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021415914997048808,0.0011708092999974452,-0.04167789,0 pixels,N/A,N/A,N/A
129.23 s,-0.34 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001961316813187785,0.0013648626676988516,-0.04163886,0 pixels,N/A,N/A,N/A
129.34 s,-0.33 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020078606411204733,0.001256125295961315,-0.041627689,0 pixels,N/A,N/A,N/A
129.47 s,-0.32 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017441204547152635,0.0014284526647581233,-0.041618412,0 pixels,N/A,N/A,N/A
129.57 s,-0.31 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018585720877279748,0.0012659450952784768,-0.041623534,0 pixels,N/A,N/A,N/A
129.67 s,-0.30 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017847490884351654,0.0014352129957720902,-0.041644823,0 pixels,N/A,N/A,N/A
129.79 s,-0.29 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020406943582290996,0.001307077052284051,-0.041661264,0 pixels,N/A,N/A,N/A
129.89 s,-0.28 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001975748962182748,0.0014231104572275297,-0.041667921,0 pixels,N/A,N/A,N/A
130.01 s,-0.27 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021741743745830266,0.0012529036187881172,-0.041708094,0 pixels,N/A,N/A,N/A
130.11 s,-0.26 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002089179823426538,0.0013912936924709237,-0.041640079,-1 pixels,N/A,N/A,N/A
130.22 s,-0.25 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021490954433862905,0.001299724166289183,-0.041698065,-1 pixels,N/A,N/A,N/A
130.34 s,-0.24 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019365380999758473,0.001416956522897157,-0.041683433,-1 pixels,N/A,N/A,N/A
130.44 s,-0.23 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002088806651731294,0.0012919906113576301,-0.041675637,0 pixels,N/A,N/A,N/A
130.56 s,-0.22 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001950709322247772,0.0013845911414539544,-0.041707198,1 pixels,N/A,N/A,N/A
130.67 s,-0.21 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021163324256131552,0.0012219607695174127,-0.041686611,2 pixels,N/A,N/A,N/A
130.78 s,-0.20 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002066200528930782,0.0013693088312699264,-0.041689726,2 pixels,N/A,N/A,N/A
130.9 s,-0.19 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0022140150030995494,0.0012647652067433004,-0.041717913,2 pixels,N/A,N/A,N/A
131.01 s,-0.18 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00202616064726138,0.0013864091101418474,-0.041752268,2 pixels,N/A,N/A,N/A
131.11 s,-0.17 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021134083370325375,0.0012497880151863133,-0.041764393,2 pixels,N/A,N/A,N/A
131.22 s,-0.16 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001970669347157809,0.0014048215514087003,-0.041771046,2 pixels,N/A,N/A,N/A
131.33 s,-0.15 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020721342391792014,0.0012980483849185868,-0.041838113,1 pixels,N/A,N/A,N/A
131.45 s,-0.14 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019633789316513637,0.0014206238813860906,-0.041839162,1 pixels,N/A,N/A,N/A
131.55 s,-0.13 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021381478903075703,0.0012365846994354182,-0.041813163,1 pixels,N/A,N/A,N/A
131.67 s,-0.12 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020101898146852462,0.0013453620550931075,-0.041818035,1 pixels,N/A,N/A,N/A
131.78 s,-0.11 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021371386628254224,0.0011493600596054184,-0.041799364,1 pixels,N/A,N/A,N/A
131.88 s,-0.10 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001980337115975735,0.0012711706808507873,-0.04182593,1 pixels,N/A,N/A,N/A
131.99 s,-0.09 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002116980814422367,0.001135121139425758,-0.041802391,1 pixels,N/A,N/A,N/A
132.1 s,-0.08 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018805132210719705,0.0013227712920489585,-0.041776551,1 pixels,N/A,N/A,N/A
132.21 s,-0.07 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001977522916750582,0.0011601744536705368,-0.041765036,1 pixels,N/A,N/A,N/A
132.31 s,-0.06 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001814118479383743,0.0013012301988891025,-0.041753381,1 pixels,N/A,N/A,N/A
132.4 s,-0.05 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018933784829521809,0.0011740884580404545,-0.041785543,1 pixels,N/A,N/A,N/A
132.51 s,-0.04 m,1.83 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017558106760511567,0.0013327285542023002,-0.041814364,1 pixels,N/A,N/A,N/A
132.62 s,-0.03 m,1.82 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019392022654762067,0.0012762390229440648,-0.041813785,1 pixels,N/A,N/A,N/A
132.73 s,-0.02 m,1.82 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018480140990769563,0.0014105082000918036,-0.04178216,1 pixels,N/A,N/A,N/A
132.83 s,-0.01 m,1.82 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020506923622862164,0.0013049267553842748,-0.041754438,1 pixels,N/A,N/A,N/A
132.94 s,-0.00 m,1.82 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001969331260522807,0.0014015766305532635,-0.041847706,1 pixels,N/A,N/A,N/A
133.05 s,0.01 m,1.82 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020584266825773817,0.0013129948793812111,-0.041863632,0 pixels,N/A,N/A,N/A
133.17 s,0.02 m,1.82 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001805548086853014,0.0014392927588170804,-0.041931376,0 pixels,N/A,N/A,N/A
133.28 s,0.03 m,1.82 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018849910221616067,0.0012512967017680892,-0.041963664,0 pixels,N/A,N/A,N/A
133.4 s,0.04 m,1.82 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0016866455383948587,0.0013237138230876744,-0.041890241,0 pixels,N/A,N/A,N/A
133.5 s,0.05 m,1.82 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018937207119904165,0.0010779098900572466,-0.041924905,0 pixels,N/A,N/A,N/A
