Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels)
0.0 s,-4.84 m,8.82 m,0.48 m,0.01 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,53 pixels
0.37 s,-4.84 m,8.82 m,0.48 m,0.03 m/s,-0.02 m/s,-0.00 m/s,0.02 rad,0.01 rad,-0.00 rad,53 pixels
0.4 s,-4.84 m,8.82 m,0.48 m,0.04 m/s,-0.02 m/s,-0.00 m/s,0.02 rad,0.01 rad,-0.00 rad,54 pixels
0.42 s,-4.84 m,8.82 m,0.48 m,0.04 m/s,-0.02 m/s,-0.00 m/s,0.02 rad,0.01 rad,-0.00 rad,54 pixels
0.45 s,-4.84 m,8.82 m,0.47 m,0.04 m/s,-0.02 m/s,-0.00 m/s,0.01 rad,0.01 rad,-0.00 rad,54 pixels
0.55 s,-4.84 m,8.82 m,0.47 m,0.05 m/s,-0.02 m/s,-0.00 m/s,0.01 rad,0.00 rad,-0.00 rad,52 pixels
0.76 s,-4.82 m,8.81 m,0.47 m,0.07 m/s,-0.02 m/s,-0.00 m/s,0.01 rad,0.00 rad,-0.00 rad,51 pixels
0.8 s,-4.82 m,8.81 m,0.47 m,0.07 m/s,-0.03 m/s,-0.00 m/s,0.01 rad,0.00 rad,-0.00 rad,49 pixels
0.93 s,-4.81 m,8.81 m,0.47 m,0.08 m/s,-0.03 m/s,-0.00 m/s,0.01 rad,0.00 rad,-0.00 rad,47 pixels
1.07 s,-4.80 m,8.81 m,0.47 m,0.09 m/s,-0.02 m/s,-0.00 m/s,0.01 rad,0.00 rad,-0.00 rad,45 pixels
1.19 s,-4.79 m,8.80 m,0.47 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.01 rad,0.00 rad,-0.00 rad,43 pixels
1.31 s,-4.79 m,8.80 m,0.47 m,0.10 m/s,-0.02 m/s,-0.00 m/s,0.01 rad,0.00 rad,-0.00 rad,41 pixels
1.44 s,-4.77 m,8.80 m,0.47 m,0.11 m/s,-0.02 m/s,-0.00 m/s,0.01 rad,0.00 rad,-0.00 rad,40 pixels
1.55 s,-4.76 m,8.80 m,0.47 m,0.11 m/s,-0.02 m/s,-0.00 m/s,0.01 rad,0.00 rad,-0.00 rad,38 pixels
1.68 s,-4.75 m,8.80 m,0.47 m,0.11 m/s,-0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,36 pixels
1.81 s,-4.74 m,8.79 m,0.47 m,0.12 m/s,-0.02 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,35 pixels
1.93 s,-4.73 m,8.79 m,0.47 m,0.12 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,33 pixels
2.05 s,-4.72 m,8.79 m,0.47 m,0.12 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,31 pixels
2.07 s,-4.72 m,8.79 m,0.47 m,0.12 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,31 pixels
2.21 s,-4.70 m,8.79 m,0.47 m,0.12 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,30 pixels
2.31 s,-4.69 m,8.79 m,0.47 m,0.12 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,28 pixels
2.44 s,-4.68 m,8.79 m,0.47 m,0.12 m/s,-0.01 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,27 pixels
2.56 s,-4.67 m,8.79 m,0.47 m,0.12 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,25 pixels
2.68 s,-4.66 m,8.79 m,0.47 m,0.12 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,24 pixels
2.81 s,-4.64 m,8.79 m,0.47 m,0.12 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,22 pixels
2.94 s,-4.63 m,8.78 m,0.47 m,0.12 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,21 pixels
3.07 s,-4.62 m,8.78 m,0.47 m,0.12 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,20 pixels
3.22 s,-4.61 m,8.78 m,0.47 m,0.12 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,19 pixels
3.35 s,-4.60 m,8.78 m,0.47 m,0.11 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,18 pixels
3.47 s,-4.59 m,8.78 m,0.47 m,0.11 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,16 pixels
3.66 s,-4.57 m,8.78 m,0.47 m,0.11 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,14 pixels
3.74 s,-4.56 m,8.78 m,0.47 m,0.11 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,12 pixels
3.86 s,-4.55 m,8.78 m,0.47 m,0.11 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,10 pixels
3.99 s,-4.54 m,8.78 m,0.47 m,0.11 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,8 pixels
4.1 s,-4.53 m,8.78 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,6 pixels
4.24 s,-4.52 m,8.78 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,4 pixels
4.35 s,-4.51 m,8.78 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,2 pixels
4.47 s,-4.50 m,8.78 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,0 pixels
4.59 s,-4.49 m,8.78 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-3 pixels
4.72 s,-4.48 m,8.78 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-5 pixels
4.83 s,-4.47 m,8.78 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
4.95 s,-4.46 m,8.78 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-9 pixels
5.08 s,-4.45 m,8.78 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-12 pixels
5.22 s,-4.44 m,8.78 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-14 pixels
5.33 s,-4.43 m,8.78 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-16 pixels
5.45 s,-4.42 m,8.78 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-19 pixels
5.57 s,-4.41 m,8.78 m,0.47 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-21 pixels
5.7 s,-4.41 m,8.78 m,0.48 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-23 pixels
5.82 s,-4.40 m,8.78 m,0.48 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-26 pixels
5.94 s,-4.39 m,8.78 m,0.48 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-28 pixels
6.06 s,-4.38 m,8.78 m,0.48 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-30 pixels
6.19 s,-4.37 m,8.78 m,0.48 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-33 pixels
6.32 s,-4.36 m,8.78 m,0.48 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-35 pixels
6.45 s,-4.35 m,8.78 m,0.48 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-38 pixels
6.56 s,-4.34 m,8.78 m,0.48 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-40 pixels
6.69 s,-4.33 m,8.78 m,0.48 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-43 pixels
6.81 s,-4.32 m,8.78 m,0.48 m,0.09 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-45 pixels
6.94 s,-4.31 m,8.78 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-48 pixels
7.07 s,-4.30 m,8.78 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-50 pixels
7.19 s,-4.29 m,8.78 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-53 pixels
7.32 s,-4.28 m,8.77 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-56 pixels
7.45 s,-4.27 m,8.77 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-58 pixels
7.58 s,-4.26 m,8.77 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-61 pixels
7.7 s,-4.25 m,8.77 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-64 pixels
7.82 s,-4.24 m,8.77 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-66 pixels
7.94 s,-4.23 m,8.77 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-69 pixels
8.07 s,-4.22 m,8.77 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-72 pixels
8.18 s,-4.21 m,8.77 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-75 pixels
8.32 s,-4.20 m,8.77 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-77 pixels
8.45 s,-4.19 m,8.77 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-77 pixels
8.59 s,-4.18 m,8.77 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-77 pixels
8.72 s,-4.17 m,8.77 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-77 pixels
8.85 s,-4.16 m,8.77 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-77 pixels
8.98 s,-4.15 m,8.77 m,0.48 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-79 pixels
9.1 s,-4.14 m,8.77 m,0.48 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-78 pixels
9.22 s,-4.13 m,8.78 m,0.48 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-76 pixels
9.34 s,-4.12 m,8.78 m,0.48 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-75 pixels
9.46 s,-4.11 m,8.78 m,0.48 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-77 pixels
9.59 s,-4.10 m,8.78 m,0.48 m,0.10 m/s,0.03 m/s,0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-78 pixels
9.71 s,-4.09 m,8.78 m,0.48 m,0.10 m/s,0.04 m/s,0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-76 pixels
9.83 s,-4.08 m,8.79 m,0.48 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-71 pixels
9.95 s,-4.07 m,8.79 m,0.48 m,0.10 m/s,0.06 m/s,0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-71 pixels
10.07 s,-4.06 m,8.80 m,0.48 m,0.10 m/s,0.07 m/s,0.00 m/s,0.00 rad,-0.02 rad,-0.00 rad,-72 pixels
10.2 s,-4.06 m,8.80 m,0.48 m,0.10 m/s,0.09 m/s,0.00 m/s,0.00 rad,-0.02 rad,-0.00 rad,-70 pixels
10.31 s,-4.05 m,8.82 m,0.48 m,0.10 m/s,0.10 m/s,0.00 m/s,0.00 rad,-0.02 rad,-0.00 rad,-65 pixels
10.43 s,-4.04 m,8.83 m,0.48 m,0.10 m/s,0.11 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-57 pixels
10.55 s,-4.03 m,8.84 m,0.48 m,0.09 m/s,0.11 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-53 pixels
10.69 s,-4.02 m,8.85 m,0.48 m,0.09 m/s,0.12 m/s,0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-51 pixels
10.81 s,-4.01 m,8.86 m,0.48 m,0.09 m/s,0.12 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-45 pixels
10.94 s,-4.00 m,8.88 m,0.48 m,0.09 m/s,0.12 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-37 pixels
11.11 s,-3.99 m,8.89 m,0.48 m,0.09 m/s,0.11 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-33 pixels
11.23 s,-3.98 m,8.90 m,0.48 m,0.09 m/s,0.10 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-29 pixels
11.35 s,-3.97 m,8.91 m,0.48 m,0.10 m/s,0.09 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-26 pixels
11.47 s,-3.96 m,8.92 m,0.48 m,0.10 m/s,0.08 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-24 pixels
11.6 s,-3.95 m,8.93 m,0.48 m,0.10 m/s,0.08 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-20 pixels
11.72 s,-3.94 m,8.94 m,0.48 m,0.10 m/s,0.07 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-16 pixels
11.84 s,-3.93 m,8.94 m,0.48 m,0.10 m/s,0.05 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-13 pixels
11.95 s,-3.92 m,8.95 m,0.48 m,0.10 m/s,0.04 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-12 pixels
12.07 s,-3.91 m,8.95 m,0.48 m,0.10 m/s,0.03 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-11 pixels
12.19 s,-3.90 m,8.95 m,0.48 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-10 pixels
12.31 s,-3.89 m,8.95 m,0.48 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-9 pixels
12.43 s,-3.88 m,8.96 m,0.48 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-8 pixels
12.55 s,-3.87 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-8 pixels
12.75 s,-3.85 m,8.95 m,0.48 m,0.11 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-9 pixels
12.87 s,-3.84 m,8.95 m,0.48 m,0.11 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-10 pixels
12.99 s,-3.83 m,8.95 m,0.48 m,0.11 m/s,-0.02 m/s,0.00 m/s,0.00 rad,0.01 rad,-0.00 rad,-11 pixels
13.11 s,-3.82 m,8.95 m,0.48 m,0.11 m/s,-0.03 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-12 pixels
13.23 s,-3.81 m,8.94 m,0.48 m,0.10 m/s,-0.03 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-13 pixels
13.35 s,-3.80 m,8.94 m,0.48 m,0.10 m/s,-0.03 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-14 pixels
13.48 s,-3.79 m,8.94 m,0.48 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-16 pixels
13.61 s,-3.78 m,8.93 m,0.48 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-18 pixels
13.73 s,-3.77 m,8.93 m,0.48 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-18 pixels
13.85 s,-3.76 m,8.93 m,0.48 m,0.10 m/s,-0.02 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-18 pixels
13.97 s,-3.75 m,8.93 m,0.48 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-20 pixels
14.08 s,-3.74 m,8.93 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-21 pixels
14.2 s,-3.73 m,8.93 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-22 pixels
14.32 s,-3.72 m,8.93 m,0.48 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-21 pixels
14.44 s,-3.71 m,8.93 m,0.48 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-19 pixels
14.55 s,-3.70 m,8.93 m,0.48 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-18 pixels
14.67 s,-3.69 m,8.93 m,0.48 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-19 pixels
14.79 s,-3.68 m,8.93 m,0.48 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,-0.01 rad,-0.00 rad,-19 pixels
14.91 s,-3.67 m,8.94 m,0.48 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-19 pixels
15.03 s,-3.66 m,8.94 m,0.48 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-17 pixels
15.15 s,-3.66 m,8.94 m,0.48 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-15 pixels
15.27 s,-3.65 m,8.94 m,0.48 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-14 pixels
15.39 s,-3.64 m,8.94 m,0.48 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-15 pixels
15.51 s,-3.63 m,8.95 m,0.49 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-14 pixels
15.65 s,-3.62 m,8.95 m,0.49 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-13 pixels
15.78 s,-3.61 m,8.95 m,0.49 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-12 pixels
15.9 s,-3.60 m,8.95 m,0.49 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-11 pixels
16.02 s,-3.59 m,8.95 m,0.49 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-11 pixels
16.15 s,-3.58 m,8.96 m,0.49 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-9 pixels
16.28 s,-3.57 m,8.96 m,0.49 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-8 pixels
16.4 s,-3.56 m,8.96 m,0.49 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-8 pixels
16.51 s,-3.55 m,8.96 m,0.49 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-8 pixels
16.63 s,-3.54 m,8.96 m,0.49 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
16.75 s,-3.53 m,8.96 m,0.49 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
16.86 s,-3.52 m,8.96 m,0.49 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
16.99 s,-3.51 m,8.96 m,0.49 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
17.1 s,-3.50 m,8.96 m,0.49 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
17.22 s,-3.49 m,8.96 m,0.49 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-8 pixels
17.34 s,-3.48 m,8.96 m,0.49 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-8 pixels
17.45 s,-3.47 m,8.96 m,0.49 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-8 pixels
17.57 s,-3.46 m,8.96 m,0.49 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-8 pixels
17.7 s,-3.45 m,8.96 m,0.49 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-8 pixels
17.82 s,-3.43 m,8.96 m,0.49 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-9 pixels
17.94 s,-3.42 m,8.96 m,0.49 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-9 pixels
18.06 s,-3.41 m,8.96 m,0.49 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-9 pixels
18.17 s,-3.40 m,8.96 m,0.49 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-9 pixels
18.29 s,-3.39 m,8.96 m,0.49 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-10 pixels
18.41 s,-3.38 m,8.95 m,0.49 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-10 pixels
18.53 s,-3.37 m,8.95 m,0.49 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-10 pixels
18.65 s,-3.36 m,8.95 m,0.49 m,0.10 m/s,-0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-10 pixels
18.77 s,-3.35 m,8.95 m,0.49 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-11 pixels
18.89 s,-3.34 m,8.95 m,0.49 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-11 pixels
19.0 s,-3.33 m,8.95 m,0.49 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-11 pixels
19.13 s,-3.32 m,8.95 m,0.49 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-11 pixels
19.24 s,-3.31 m,8.95 m,0.49 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-12 pixels
19.36 s,-3.30 m,8.95 m,0.49 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-12 pixels
19.48 s,-3.29 m,8.96 m,0.49 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-12 pixels
19.6 s,-3.28 m,8.96 m,0.49 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-11 pixels
19.72 s,-3.27 m,8.96 m,0.49 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.00 rad,-10 pixels
19.85 s,-3.25 m,8.96 m,0.49 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-10 pixels
19.97 s,-3.24 m,8.96 m,0.49 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-11 pixels
20.09 s,-3.23 m,8.96 m,0.49 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-10 pixels
20.22 s,-3.22 m,8.96 m,0.49 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-9 pixels
20.34 s,-3.21 m,8.96 m,0.49 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-8 pixels
20.47 s,-3.20 m,8.97 m,0.49 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
20.59 s,-3.19 m,8.97 m,0.49 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
20.71 s,-3.18 m,8.97 m,0.49 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-7 pixels
20.83 s,-3.17 m,8.97 m,0.49 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
20.96 s,-3.16 m,8.97 m,0.49 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
21.08 s,-3.15 m,8.97 m,0.49 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
21.2 s,-3.14 m,8.97 m,0.49 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
21.32 s,-3.13 m,8.97 m,0.49 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
21.44 s,-3.12 m,8.97 m,0.49 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.00 rad,-6 pixels
