Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels)
66.46 s,0.91 m,8.95 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-10 pixels
66.58 s,0.92 m,8.95 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-10 pixels
66.71 s,0.93 m,8.95 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-10 pixels
66.83 s,0.94 m,8.95 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-10 pixels
66.94 s,0.95 m,8.95 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-11 pixels
67.06 s,0.96 m,8.95 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-11 pixels
67.18 s,0.97 m,8.95 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-11 pixels
67.3 s,0.98 m,8.95 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-11 pixels
67.42 s,0.99 m,8.95 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-11 pixels
67.54 s,1.00 m,8.95 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-11 pixels
67.66 s,1.01 m,8.95 m,0.48 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-11 pixels
67.78 s,1.02 m,8.95 m,0.48 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-12 pixels
67.9 s,1.03 m,8.96 m,0.48 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-12 pixels
68.02 s,1.04 m,8.96 m,0.48 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-11 pixels
68.13 s,1.05 m,8.96 m,0.48 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-11 pixels
68.25 s,1.06 m,8.96 m,0.48 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,-0.00 rad,-0.01 rad,-10 pixels
68.37 s,1.07 m,8.96 m,0.48 m,0.10 m/s,0.02 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-10 pixels
68.49 s,1.08 m,8.96 m,0.48 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-10 pixels
68.61 s,1.09 m,8.96 m,0.48 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-10 pixels
68.74 s,1.11 m,8.97 m,0.48 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
68.85 s,1.12 m,8.97 m,0.48 m,0.10 m/s,0.01 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
68.98 s,1.13 m,8.97 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-6 pixels
69.1 s,1.14 m,8.97 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-6 pixels
69.22 s,1.15 m,8.97 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-6 pixels
69.34 s,1.16 m,8.97 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-6 pixels
69.46 s,1.17 m,8.97 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-6 pixels
69.57 s,1.18 m,8.97 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-6 pixels
69.69 s,1.19 m,8.97 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-6 pixels
69.82 s,1.20 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-6 pixels
69.93 s,1.21 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-6 pixels
70.05 s,1.23 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-6 pixels
70.17 s,1.24 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-6 pixels
70.29 s,1.25 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
70.41 s,1.26 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
70.53 s,1.27 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
70.65 s,1.28 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
70.77 s,1.29 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
70.89 s,1.30 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
71.01 s,1.31 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
71.13 s,1.32 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
71.25 s,1.33 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
71.37 s,1.34 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
71.48 s,1.35 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
71.6 s,1.37 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
71.72 s,1.38 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
71.84 s,1.39 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
71.96 s,1.40 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
72.08 s,1.41 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
72.2 s,1.42 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
72.32 s,1.43 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
72.43 s,1.44 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-8 pixels
72.55 s,1.45 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-7 pixels
72.67 s,1.46 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-5 pixels
72.79 s,1.47 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-3 pixels
72.91 s,1.48 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-2 pixels
73.02 s,1.49 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,-1 pixels
73.05 s,1.50 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,1 pixels
73.07 s,1.50 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,2 pixels
73.1 s,1.50 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,4 pixels
73.12 s,1.50 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,5 pixels
73.15 s,1.50 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,6 pixels
73.16 s,1.51 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,7 pixels
73.19 s,1.51 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,9 pixels
73.23 s,1.51 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,10 pixels
73.34 s,1.52 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,11 pixels
73.44 s,1.53 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,12 pixels
73.55 s,1.54 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,14 pixels
73.68 s,1.55 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,15 pixels
73.78 s,1.56 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,16 pixels
73.9 s,1.57 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,17 pixels
74.0 s,1.58 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,18 pixels
74.11 s,1.59 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,19 pixels
74.22 s,1.60 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,20 pixels
74.32 s,1.61 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,21 pixels
74.43 s,1.62 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,22 pixels
74.54 s,1.63 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,23 pixels
74.7 s,1.64 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,24 pixels
74.77 s,1.65 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,25 pixels
74.88 s,1.66 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,26 pixels
74.99 s,1.67 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,27 pixels
75.1 s,1.68 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,28 pixels
75.22 s,1.69 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,29 pixels
75.33 s,1.70 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,30 pixels
75.43 s,1.71 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,31 pixels
75.55 s,1.72 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,32 pixels
75.66 s,1.73 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,33 pixels
75.77 s,1.74 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,33 pixels
75.88 s,1.75 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,34 pixels
75.98 s,1.76 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,35 pixels
76.1 s,1.77 m,8.96 m,0.48 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,36 pixels
76.23 s,1.78 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,37 pixels
76.32 s,1.79 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,37 pixels
76.42 s,1.80 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,37 pixels
76.54 s,1.81 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,37 pixels
76.65 s,1.82 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,37 pixels
76.76 s,1.83 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,37 pixels
76.87 s,1.84 m,8.96 m,0.48 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00 rad,0.00 rad,-0.01 rad,37 pixels
