Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels),Rotation Start Time (s),rotation_end_time (s),Rotation Duration (s)
265.87 s,-2.00 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017141348733555033,0.0011597262520958703,-0.031847883,-47 pixels,N/A,N/A,N/A
265.97 s,-1.99 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0016105787684459574,0.0012683199635461183,-0.031826071,-47 pixels,N/A,N/A,N/A
266.1 s,-1.98 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017957750828314955,0.0012439859351963138,-0.031764457,-47 pixels,N/A,N/A,N/A
266.22 s,-1.97 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018062323660089847,0.0013532382803269696,-0.031816613,-47 pixels,N/A,N/A,N/A
266.35 s,-1.96 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001979283635016513,0.0013246070104388015,-0.031853915,-47 pixels,N/A,N/A,N/A
266.47 s,-1.95 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002030396804477384,0.0014254213290403573,-0.031898928,-47 pixels,N/A,N/A,N/A
266.59 s,-1.94 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021473321201882375,0.001460389410296918,-0.031909968,-47 pixels,N/A,N/A,N/A
266.71 s,-1.93 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002111211618777845,0.0015871441693802672,-0.032002608,-47 pixels,N/A,N/A,N/A
266.83 s,-1.92 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021719219253183253,0.001618584838083242,-0.032080388,-47 pixels,N/A,N/A,N/A
266.97 s,-1.91 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020504544740809574,0.001731814468394228,-0.032135754,-47 pixels,N/A,N/A,N/A
267.1 s,-1.90 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002110471011607652,0.001673446711771198,-0.032235101,-47 pixels,N/A,N/A,N/A
267.22 s,-1.89 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001956959544833152,0.0016618387301138072,-0.032168961,-47 pixels,N/A,N/A,N/A
267.35 s,-1.88 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019898737810623403,0.001517957798028369,-0.032251276,-47 pixels,N/A,N/A,N/A
267.48 s,-1.87 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017715449542311916,0.0015183172879835796,-0.032235284,-47 pixels,N/A,N/A,N/A
267.61 s,-1.86 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018423489597712418,0.0014068476327738332,-0.032321071,-48 pixels,N/A,N/A,N/A
267.75 s,-1.85 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0017744180269215388,0.001383944941933229,-0.03228609,-48 pixels,N/A,N/A,N/A
267.87 s,-1.84 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019109263403331539,0.0012448313264253115,-0.032318202,-48 pixels,N/A,N/A,N/A
268.0 s,-1.83 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018174460425220342,0.0012922056247841227,-0.032302068,-47 pixels,N/A,N/A,N/A
268.13 s,-1.82 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018651103034672716,0.0011502795696161378,-0.032255243,-47 pixels,N/A,N/A,N/A
268.24 s,-1.81 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0016910747483062751,0.0011884502498315606,-0.032265327,-46 pixels,N/A,N/A,N/A
268.37 s,-1.80 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0017806677862636274,0.0011199981604611661,-0.032296294,-46 pixels,N/A,N/A,N/A
268.48 s,-1.79 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0016089675338522254,0.0012406202458524287,-0.03227419,-45 pixels,N/A,N/A,N/A
268.59 s,-1.78 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0017242379658251746,0.0011943496792674528,-0.032350991,-44 pixels,N/A,N/A,N/A
268.71 s,-1.77 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0017438090723828216,0.0013076759010588748,-0.032307934,-44 pixels,N/A,N/A,N/A
268.84 s,-1.76 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019715791967169238,0.001230282930674094,-0.03236939,-43 pixels,N/A,N/A,N/A
268.99 s,-1.75 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019452128757850302,0.001357158603112742,-0.032320687,-42 pixels,N/A,N/A,N/A
269.11 s,-1.74 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020888751163246544,0.001239686782036297,-0.032323301,-42 pixels,N/A,N/A,N/A
269.24 s,-1.73 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019826303617077688,0.0013588481996942281,-0.032328229,-41 pixels,N/A,N/A,N/A
269.37 s,-1.72 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019780596052744867,0.0012316301849419615,-0.032350745,-40 pixels,N/A,N/A,N/A
269.51 s,-1.71 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001847038871015511,0.001373956906848553,-0.032341657,-39 pixels,N/A,N/A,N/A
269.64 s,-1.70 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00192114951489005,0.0012656985229071043,-0.032364995,-39 pixels,N/A,N/A,N/A
269.75 s,-1.69 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00191146081695976,0.0014395560269766156,-0.032389115,-38 pixels,N/A,N/A,N/A
269.87 s,-1.68 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019566283919999618,0.0013702420709222095,-0.032420209,-37 pixels,N/A,N/A,N/A
269.99 s,-1.67 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018786762708226155,0.0015251150652209565,-0.032441741,-36 pixels,N/A,N/A,N/A
270.1 s,-1.66 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019476534292875629,0.001393614585889827,-0.032448355,-36 pixels,N/A,N/A,N/A
270.22 s,-1.66 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001939696012459326,0.0015229842135772078,-0.032493071,-35 pixels,N/A,N/A,N/A
270.36 s,-1.65 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020688700809252452,0.0013378509337371115,-0.03252654,-34 pixels,N/A,N/A,N/A
270.5 s,-1.64 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002047885657852063,0.0014579117568417985,-0.032549887,-33 pixels,N/A,N/A,N/A
270.63 s,-1.63 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0021807018776656326,0.0012657405619033407,-0.032581664,-33 pixels,N/A,N/A,N/A
270.76 s,-1.62 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002155023675797536,0.0014297227371355456,-0.032613677,-32 pixels,N/A,N/A,N/A
270.88 s,-1.61 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0022508621360521324,0.0012794451292494373,-0.032628726,-31 pixels,N/A,N/A,N/A
271.01 s,-1.60 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0021291563688495075,0.0014317159626885054,-0.032661166,-30 pixels,N/A,N/A,N/A
271.14 s,-1.59 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0021480163085426996,0.001247060095748257,-0.032679825,-29 pixels,N/A,N/A,N/A
271.27 s,-1.58 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002040010171223012,0.00141563852781667,-0.032706469,-28 pixels,N/A,N/A,N/A
271.4 s,-1.57 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0021219311611513038,0.0012190071428945018,-0.032802108,-27 pixels,N/A,N/A,N/A
271.54 s,-1.56 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020430344894212774,0.0013432448492820344,-0.032751469,-26 pixels,N/A,N/A,N/A
271.67 s,-1.55 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020335542636633276,0.0011986386601776848,-0.032871165,-25 pixels,N/A,N/A,N/A
271.78 s,-1.54 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018794546075030871,0.0012961279254574782,-0.032809231,-24 pixels,N/A,N/A,N/A
271.91 s,-1.53 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019202602727593368,0.0010657866110665637,-0.032855908,-24 pixels,N/A,N/A,N/A
272.02 s,-1.52 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019674288526559214,0.0011577639027395626,-0.032874309,-23 pixels,N/A,N/A,N/A
272.15 s,-1.51 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020883237937381186,0.0010072104983473362,-0.032998671,-22 pixels,N/A,N/A,N/A
272.29 s,-1.50 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002044259351283959,0.001133221460049585,-0.03298203,-21 pixels,N/A,N/A,N/A
272.42 s,-1.49 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021569381285099906,0.0009947833967441488,-0.033104683,-19 pixels,N/A,N/A,N/A
272.53 s,-1.48 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019723104100655055,0.0010844006474887377,-0.033086549,-18 pixels,N/A,N/A,N/A
272.66 s,-1.47 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001944118675078628,0.0010154854932107604,-0.033161084,-17 pixels,N/A,N/A,N/A
272.81 s,-1.46 m,-9.06 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018434289249077086,0.0011632013879056238,-0.033195033,-16 pixels,N/A,N/A,N/A
272.94 s,-1.45 m,-9.07 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019225877111887645,0.0011028368539922025,-0.033257546,-15 pixels,N/A,N/A,N/A
273.07 s,-1.44 m,-9.07 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001891393009815521,0.001232937967798762,-0.033291997,-14 pixels,N/A,N/A,N/A
273.21 s,-1.43 m,-9.07 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002050417696580233,0.0010898687772987789,-0.033271571,-14 pixels,N/A,N/A,N/A
273.34 s,-1.42 m,-9.07 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020683298834558595,0.0012173432896321675,-0.033345418,-14 pixels,N/A,N/A,N/A
273.48 s,-1.41 m,-9.07 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002162357846658358,-0.000560002,-0.033228991,-14 pixels,N/A,N/A,N/A
273.6 s,-1.40 m,-9.07 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020025332544605814,-0.001124197,-0.033181873,-14 pixels,N/A,N/A,N/A
273.73 s,-1.39 m,-9.07 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019977703360836547,-0.001120917,-0.033179504,-14 pixels,N/A,N/A,N/A
273.85 s,-1.38 m,-9.07 m,0.46 m,0.10 m/s,0.01 m/s,0.00 m/s,0.0018572398997388027,-0.005169857,-0.033095629,-15 pixels,N/A,N/A,N/A
273.97 s,-1.37 m,-9.06 m,0.46 m,0.10 m/s,0.01 m/s,0.00 m/s,0.001990714497981186,-0.005182226,-0.03302622,-15 pixels,N/A,N/A,N/A
274.11 s,-1.36 m,-9.06 m,0.46 m,0.10 m/s,0.02 m/s,0.00 m/s,0.001991862271202012,-0.000943077,-0.033130516,-13 pixels,N/A,N/A,N/A
274.24 s,-1.35 m,-9.06 m,0.46 m,0.10 m/s,0.02 m/s,0.00 m/s,0.0021721025103174007,0.0008823693267425756,-0.033142661,-12 pixels,N/A,N/A,N/A
274.37 s,-1.34 m,-9.06 m,0.46 m,0.10 m/s,0.02 m/s,0.00 m/s,0.0020918070758676405,-0.001400307,-0.033141967,-11 pixels,N/A,N/A,N/A
274.49 s,-1.33 m,-9.06 m,0.46 m,0.10 m/s,0.02 m/s,0.00 m/s,0.002234653778583524,-0.000554805,-0.033181325,-11 pixels,N/A,N/A,N/A
274.61 s,-1.32 m,-9.05 m,0.46 m,0.10 m/s,0.02 m/s,0.00 m/s,0.0021798498663748635,0.0021439589124164315,-0.033215582,-9 pixels,N/A,N/A,N/A
274.76 s,-1.31 m,-9.05 m,0.46 m,0.10 m/s,0.02 m/s,0.00 m/s,0.002369846259012443,0.004069781550104574,-0.033363273,-8 pixels,N/A,N/A,N/A
274.89 s,-1.30 m,-9.05 m,0.46 m,0.10 m/s,0.02 m/s,0.00 m/s,0.0023775931233198534,0.004621890051460162,-0.033470366,-7 pixels,N/A,N/A,N/A
275.03 s,-1.29 m,-9.05 m,0.46 m,0.10 m/s,0.01 m/s,0.00 m/s,0.0025625626363773813,0.004301071459427575,-0.033450269,-6 pixels,N/A,N/A,N/A
275.15 s,-1.28 m,-9.05 m,0.46 m,0.10 m/s,0.01 m/s,0.00 m/s,0.0024989072723899854,0.003980354302923948,-0.033494883,-6 pixels,N/A,N/A,N/A
275.28 s,-1.27 m,-9.05 m,0.46 m,0.10 m/s,0.01 m/s,0.00 m/s,0.0024830762256562735,0.0035849850593857834,-0.033480416,-6 pixels,N/A,N/A,N/A
275.41 s,-1.25 m,-9.04 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002274711031621923,0.003236349362919806,-0.033580954,-5 pixels,N/A,N/A,N/A
275.54 s,-1.25 m,-9.04 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002310532271854738,0.00289955851113162,-0.033529695,-5 pixels,N/A,N/A,N/A
275.66 s,-1.24 m,-9.04 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0022310319218466143,0.002716139594233751,-0.033585878,-5 pixels,N/A,N/A,N/A
275.79 s,-1.23 m,-9.04 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0022744652222701878,0.0023553480316466932,-0.033547588,-5 pixels,N/A,N/A,N/A
275.91 s,-1.22 m,-9.04 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0021414657700281523,0.0022007413226018896,-0.033540422,-6 pixels,N/A,N/A,N/A
276.04 s,-1.21 m,-9.04 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0022814547874983465,0.0018659847636062577,-0.033563984,-6 pixels,N/A,N/A,N/A
276.17 s,-1.20 m,-9.04 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0021419278925910936,0.001768762033498032,-0.033578684,-6 pixels,N/A,N/A,N/A
276.3 s,-1.19 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0022694911823756547,0.0014800546269454458,-0.03361015,-6 pixels,N/A,N/A,N/A
276.42 s,-1.18 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0021451440008097757,0.0014146287429319588,-0.033576165,-6 pixels,N/A,N/A,N/A
276.54 s,-1.17 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0022811433488592473,0.0011286096702228052,-0.033611418,-6 pixels,N/A,N/A,N/A
276.67 s,-1.16 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002064479978314619,0.0011863075014169932,-0.033641373,-6 pixels,N/A,N/A,N/A
276.8 s,-1.15 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0021798773102868372,0.0009803058786059249,-0.033633499,-7 pixels,N/A,N/A,N/A
276.93 s,-1.14 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019999263139827703,0.0010539812928225614,-0.033677447,-7 pixels,N/A,N/A,N/A
277.07 s,-1.13 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020357405520362924,0.0008998089182652012,-0.033689118,-7 pixels,N/A,N/A,N/A
277.2 s,-1.12 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018712510817402704,0.0009611150726430168,-0.033715582,-7 pixels,N/A,N/A,N/A
277.33 s,-1.11 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001974357449858227,0.0008611739427479146,-0.033740648,-7 pixels,N/A,N/A,N/A
277.47 s,-1.10 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018060734046030046,0.0009975585025913428,-0.033740546,-7 pixels,N/A,N/A,N/A
277.59 s,-1.09 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020346596855183195,0.0009539070409435305,-0.033769047,-7 pixels,N/A,N/A,N/A
277.72 s,-1.08 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019322810152953836,0.0010818518884168104,-0.033779415,-7 pixels,N/A,N/A,N/A
277.85 s,-1.07 m,-9.05 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0020348355638440912,0.0010510908163480622,-0.033814033,-7 pixels,N/A,N/A,N/A
277.98 s,-1.06 m,-9.05 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0017489856285088593,0.0011813811692388545,-0.033832548,-7 pixels,N/A,N/A,N/A
278.1 s,-1.05 m,-9.05 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0017961168044194726,0.0011764872924716694,-0.033839301,-7 pixels,N/A,N/A,N/A
278.22 s,-1.04 m,-9.05 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.001659408158851268,0.0013430527966463576,-0.033859002,-7 pixels,N/A,N/A,N/A
278.34 s,-1.03 m,-9.05 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0017491335587602871,0.0012580634394554811,-0.033966865,-7 pixels,N/A,N/A,N/A
278.46 s,-1.02 m,-9.05 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0017169425279154034,0.00138786444171414,-0.033918149,-7 pixels,N/A,N/A,N/A
278.58 s,-1.01 m,-9.05 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0017253073456230158,0.0012497876574428376,-0.03398619,-7 pixels,N/A,N/A,N/A
278.7 s,-1.00 m,-9.05 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0015516210968944137,0.0014214014302210347,-0.033979006,-7 pixels,N/A,N/A,N/A
278.82 s,-0.99 m,-9.05 m,0.46 m,0.10 m/s,0.00 m/s,-0.00 m/s,0.0016434363118743595,0.0012363182993777424,-0.034131534,-7 pixels,N/A,N/A,N/A
278.94 s,-0.98 m,-9.05 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0015193424514135052,0.0013760039212877295,-0.03407025,-7 pixels,N/A,N/A,N/A
279.07 s,-0.97 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001663703397751161,0.0013045867671646638,-0.034198379,-7 pixels,N/A,N/A,N/A
279.21 s,-0.96 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0016513602873318065,0.0013568690103224203,-0.034206845,-7 pixels,N/A,N/A,N/A
279.33 s,-0.95 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019062797672358817,0.0012733217881313265,-0.034280055,-7 pixels,N/A,N/A,N/A
279.46 s,-0.94 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018382997132992084,0.001318994082221725,-0.034336592,-7 pixels,N/A,N/A,N/A
279.59 s,-0.93 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019205985683516025,0.0012719251177950482,-0.034344772,-7 pixels,N/A,N/A,N/A
279.72 s,-0.92 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017714766937069952,0.001305804727985438,-0.034421933,-7 pixels,N/A,N/A,N/A
279.84 s,-0.91 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019630775306011864,0.00116966342122988,-0.034260781,-7 pixels,N/A,N/A,N/A
279.97 s,-0.90 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020582961260926695,0.0011034072658197172,-0.034348661,-7 pixels,N/A,N/A,N/A
280.09 s,-0.89 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0022339353245947615,0.001052876363463937,-0.034343113,-7 pixels,N/A,N/A,N/A
280.22 s,-0.88 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002215889817860834,0.0011042406638702034,-0.034527884,-7 pixels,N/A,N/A,N/A
280.36 s,-0.87 m,-9.05 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0021679763429826725,0.0011644183466996008,-0.034477036,-7 pixels,N/A,N/A,N/A
280.48 s,-0.86 m,-9.05 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020991706350701024,0.0011203869269086472,-0.034381611,-7 pixels,N/A,N/A,N/A
280.61 s,-0.85 m,-9.05 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002028915581503577,0.0011918147892627353,-0.034410539,-7 pixels,N/A,N/A,N/A
280.74 s,-0.84 m,-9.05 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002038795601438251,0.0012018326459703674,-0.034497724,-7 pixels,N/A,N/A,N/A
280.87 s,-0.83 m,-9.05 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002098353451917584,0.0013286023222130515,-0.034484024,-7 pixels,N/A,N/A,N/A
280.99 s,-0.82 m,-9.05 m,0.46 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0022304503842113274,0.001290215536678942,-0.034528038,-7 pixels,N/A,N/A,N/A
281.12 s,-0.81 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002223579347114824,0.0013912314303721487,-0.034500494,-7 pixels,N/A,N/A,N/A
281.25 s,-0.79 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0022653354961402737,0.0013270262459049666,-0.034612444,-7 pixels,N/A,N/A,N/A
281.38 s,-0.78 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002195745252909867,0.0014680062386836113,-0.034685097,-7 pixels,N/A,N/A,N/A
281.51 s,-0.77 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00218466010692113,0.00151833543513264,-0.034622319,-7 pixels,N/A,N/A,N/A
281.63 s,-0.76 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021282953711097303,0.0015088515024711576,-0.034759708,-7 pixels,N/A,N/A,N/A
281.76 s,-0.75 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002183256029188185,0.001532298603275978,-0.03466715,-7 pixels,N/A,N/A,N/A
281.9 s,-0.74 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021558923523705338,0.001425594219860011,-0.034817551,-7 pixels,N/A,N/A,N/A
282.02 s,-0.73 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002064199033279446,0.0015146831016982858,-0.034749198,-7 pixels,N/A,N/A,N/A
282.15 s,-0.72 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019523939686521817,0.0014446643716732324,-0.034874897,-7 pixels,N/A,N/A,N/A
282.28 s,-0.71 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019395421357545947,0.0015376668840526846,-0.034804475,-7 pixels,N/A,N/A,N/A
282.4 s,-0.70 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001920479639143825,0.001438302490154068,-0.034870748,-7 pixels,N/A,N/A,N/A
282.52 s,-0.69 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019200642234630755,0.0015138670791605873,-0.034784815,-7 pixels,N/A,N/A,N/A
282.65 s,-0.68 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020341044036381716,0.001399172516617257,-0.034893246,-7 pixels,N/A,N/A,N/A
282.78 s,-0.67 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00210650499599569,0.001472887876821747,-0.034762469,-7 pixels,N/A,N/A,N/A
282.9 s,-0.66 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.00225178378766935,0.0012563814811727928,-0.034759424,-7 pixels,N/A,N/A,N/A
283.02 s,-0.65 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0021906004267562592,0.001350613233888685,-0.034741476,-7 pixels,N/A,N/A,N/A
283.15 s,-0.64 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002069559832553922,0.0013267576849178254,-0.034749971,-8 pixels,N/A,N/A,N/A
283.27 s,-0.63 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002030989465036991,0.0014046349120511467,-0.034824825,-8 pixels,N/A,N/A,N/A
283.4 s,-0.62 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020100146958417797,0.0013181400522371876,-0.034834424,-8 pixels,N/A,N/A,N/A
283.52 s,-0.61 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001990714186037009,0.0014114869848576841,-0.034846913,-8 pixels,N/A,N/A,N/A
283.64 s,-0.60 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001945869042876147,0.001328030853565433,-0.034883787,-9 pixels,N/A,N/A,N/A
283.76 s,-0.59 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001826376420743013,0.001402730127454048,-0.034901361,-10 pixels,N/A,N/A,N/A
283.88 s,-0.58 m,-9.05 m,0.46 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0017705322838502385,0.0013865073830265212,-0.034899403,-12 pixels,N/A,N/A,N/A
