Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad)
177.65,0.5173831767947794,5.2446685683869125,0.48104966369267255,-0.09839745130018353,0.01430571771841514,0.0007530981463922953,0.0019388989547335647,0.0013128178753458693,2.9893835285802037
177.76,0.5073565545238551,5.246160698812241,0.48111604469767155,-0.0983311662271757,0.014182340461872599,0.0005785622816763364,0.001949818945674582,0.0011129959971450379,2.9893221340410356
177.88,0.4503146339679834,5.253997800705995,0.48111612120762004,-0.09732309421532961,0.011608467634535883,-0.0005058874345037057,0.0019893538285377845,0.00044231906977695097,2.989001339448618
178.38,0.45021770667111455,5.254009973281586,0.48111561984859447,-0.09732409534688283,0.011606637849432154,-0.0005016952286170731,0.0019909245117532568,0.00043914006833969255,2.9890013773508692
178.39,0.44992678456777296,5.254046208248301,0.4811141349148601,-0.0973060040424154,0.011585574563448251,-0.0004927442342635859,0.001994955733214139,0.00043097967981039814,2.9890014674366885
178.39,0.44992678456777296,5.254046208248301,0.4811141349148601,-0.0973060040424154,0.011585574563448251,-0.0004927442342635859,0.001994955733214139,0.00043097967981039814,2.9890014674366885
178.40,0.44934395527802673,5.254117789586373,0.48111120140511243,-0.09731376019010086,0.011560831242668998,-0.000487395845641846,0.0019983556486223492,0.0004190595961172873,2.9890009811534948
178.42,0.44798032139046357,5.2542762955377755,0.48110428996397275,-0.09727838286057976,0.011502649232854366,-0.0004993491707597097,0.0019929412062514927,0.00043514086831370445,2.9890011369791676
178.51,0.43842006456257887,5.255353154593091,0.48105025644169175,-0.09732498972673533,0.0107225416445623,-0.000620244646903927,0.001885295988431696,0.0005178055442372622,2.9889612706247033
178.63,0.4289933031719512,5.256384856977832,0.4809825669374864,-0.09730496020761575,0.010043689192284013,-0.0007536840907702241,0.0019490802362053215,0.0003732197645435656,2.988904264223941
178.74,0.41921306710581746,5.2573116294005935,0.48089999564267794,-0.097257945434284,0.009325731685256734,-0.0008939414953170029,0.0017256468224839962,0.0006160417452223232,2.988843592111199
178.84,0.41000840543776595,5.258175467239065,0.48081108918891624,-0.09712015727194442,0.008734295859533515,-0.000993475146499955,0.001870549162649888,0.0005535796173445879,2.9887610642704363
178.95,0.35354319702683823,5.262469303819812,0.4800575451959883,-0.09688018953439774,0.006977001775732044,-0.0015577392217463217,0.0018941749993435317,0.0011548642768321733,2.98834743319928
179.45,0.3533503265592538,5.2624834878063105,0.4800544258800956,-0.09685936592230279,0.006995199975606432,-0.0015609943988993454,0.0018983789822993482,0.0011531419457554055,2.9883438157286566
